employee_id,attrition_flag,exit_date,exit_reason
E101265,Yes,2021-03-21,Better Pay
E101266,No,,
E101267,No,,
E101268,No,,
E101269,No,,
E101270,Yes,2019-10-07,Manager Issues
E101271,No,,
E101272,No,,
E101273,No,,
E101274,No,,
E101275,No,,
E101276,No,,
E101277,No,,
E101278,No,,
E101279,No,,
E101280,Yes,2022-12-24,Better Pay
E101281,No,,
E101282,No,,
E101283,Yes,2020-12-31,Better Pay
E101284,No,,
E101285,No,,
E101286,No,,
E101287,Yes,2021-07-25,Career Stagnation
E101288,Yes,2021-12-26,Career Stagnation
E101289,Yes,2022-10-09,Manager Issues
E101290,No,,
E101291,Yes,2023-07-26,Better Pay
E101292,No,,
E101293,Yes,2028-06-08,Manager Issues
E101294,No,,
E101295,No,,
E101296,Yes,2020-12-25,Better Pay
E101297,No,,
E101298,No,,
E101299,No,,
E101300,Yes,2022-03-02,Better Pay
E101301,No,,
E101302,Yes,2023-08-08,Better Pay
E101303,No,,
E101304,Yes,2022-02-01,Career Stagnation
E101305,Yes,2025-01-13,Better Pay
E101306,Yes,2025-07-06,Better Pay
E101307,No,,
E101308,Yes,2024-11-29,Work-Life Balance
E101309,No,,
E101310,No,,
E101311,No,,
E101312,No,,
E101313,No,,
E101314,No,,
E101315,No,,
E101316,No,,
E101317,No,,
E101318,No,,
E101319,Yes,2023-04-20,Career Stagnation
E101320,Yes,2022-05-10,Career Stagnation
E101321,No,,
E101322,Yes,2026-11-05,Career Stagnation
E101323,No,,
E101324,Yes,2023-03-10,Manager Issues
E101325,No,,
E101326,Yes,2025-05-31,Manager Issues
E101327,No,,
E101328,No,,
E101329,No,,
E101330,Yes,2021-05-03,Work-Life Balance
E101331,No,,
E101332,No,,
E101333,No,,
E101334,No,,
E101335,No,,
E101336,No,,
E101337,No,,
E101338,Yes,2020-10-10,Better Pay
E101339,No,,
E101340,No,,
E101341,No,,
E101342,No,,
E101343,Yes,2021-08-17,Better Pay
E101344,No,,
E101345,No,,
E101346,No,,
E101347,No,,
E101348,No,,
E101349,No,,
E101350,No,,
E101351,Yes,2027-10-03,Manager Issues
E101352,No,,
E101353,No,,
E101354,No,,
E101355,No,,
E101356,No,,
E101357,No,,
E101358,No,,
E101359,No,,
E101360,No,,
E101361,Yes,2025-10-07,Career Stagnation
E101362,No,,
E101363,No,,
E101364,No,,
E101365,Yes,2020-02-28,Career Stagnation
E101366,Yes,2022-02-12,Career Stagnation
E101367,No,,
E101368,No,,
E101369,Yes,2021-12-24,Better Pay
E101370,No,,
E101371,No,,
E101372,No,,
E101373,No,,
E101374,No,,
E101375,No,,
E101376,No,,
E101377,No,,
E101378,No,,
E101379,No,,
E101380,No,,
E101381,No,,
E101382,No,,
E101383,No,,
E101384,Yes,2025-06-20,Career Stagnation
E101385,No,,
E101386,No,,
E101387,No,,
E101388,No,,
E101389,No,,
E101390,Yes,2020-03-19,Better Pay
E101391,No,,
E101392,No,,
E101393,No,,
E101394,No,,
E101395,No,,
E101396,No,,
E101397,No,,
E101398,No,,
E101399,No,,
E101400,No,,
E101401,No,,
E101402,Yes,2019-03-09,Better Pay
E101403,No,,
E101404,No,,
E101405,Yes,2018-12-09,Work-Life Balance
E101406,No,,
E101407,No,,
E101408,No,,
E101409,No,,
E101410,Yes,2021-06-24,Better Pay
E101411,No,,
E101412,No,,
E101413,No,,
E101414,Yes,2023-09-03,Better Pay
E101415,Yes,2025-04-06,Manager Issues
E101416,No,,
E101417,Yes,2018-04-25,Manager Issues
E101418,No,,
E101419,Yes,2024-06-06,Better Pay
E101420,Yes,2023-04-09,Better Pay
E101421,No,,
E101422,No,,
E101423,No,,
E101424,No,,
E101425,No,,
E101426,No,,
E101427,Yes,2021-02-07,Manager Issues
E101428,Yes,2026-04-02,Manager Issues
E101429,No,,
E101430,No,,
E101431,No,,
E101432,No,,
E101433,No,,
E101434,No,,
E101435,No,,
E101436,No,,
E101437,No,,
E101438,No,,
E101439,Yes,2023-09-24,Career Stagnation
E101440,Yes,2022-05-31,Better Pay
E101441,No,,
E101442,No,,
E101443,Yes,2023-06-28,Work-Life Balance
E101444,No,,
E101445,No,,
E101446,No,,
E101447,No,,
E101448,No,,
E101449,No,,
E101450,Yes,2027-07-31,Work-Life Balance
E101451,Yes,2022-10-26,Better Pay
E101452,No,,
E101453,No,,
E101454,No,,
E101455,No,,
E101456,No,,
E101457,No,,
E101458,Yes,2021-08-15,Manager Issues
E101459,No,,
E101460,Yes,2025-09-02,Manager Issues
E101461,No,,
E101462,No,,
E101463,No,,
E101464,No,,
E101465,Yes,2019-06-30,Better Pay
E101466,No,,
E101467,No,,
E101468,No,,
E101469,No,,
E101470,Yes,2025-01-20,Better Pay
E101471,No,,
E101472,No,,
E101473,No,,
E101474,No,,
E101475,No,,
E101476,No,,
E101477,No,,
E101478,No,,
E101479,No,,
E101480,No,,
E101481,Yes,2027-07-23,Manager Issues
E101482,No,,
E101483,No,,
E101484,No,,
E101485,No,,
E101486,No,,
E101487,No,,
E101488,Yes,2022-07-11,Better Pay
E101489,No,,
E101490,No,,
E101491,No,,
E101492,No,,
E101493,No,,
E101494,No,,
E101495,No,,
E101496,No,,
E101497,No,,
E101498,No,,
E101499,Yes,2020-02-16,Better Pay
E101500,No,,
E101501,Yes,2025-11-08,Manager Issues
E101502,No,,
E101503,No,,
E101504,Yes,2019-04-29,Work-Life Balance
E101505,No,,
E101506,Yes,2025-03-07,Career Stagnation
E101507,Yes,2021-08-15,Better Pay
E101508,No,,
E101509,No,,
E101510,No,,
E101511,No,,
E101512,No,,
E101513,No,,
E101514,No,,
E101515,No,,
E101516,No,,
E101517,No,,
E101518,No,,
E101519,No,,
E101520,Yes,2024-05-08,Manager Issues
E101521,No,,
E101522,No,,
E101523,No,,
E101524,Yes,2021-09-24,Better Pay
E101525,Yes,2024-04-21,Better Pay
E101526,Yes,2026-07-23,Career Stagnation
E101527,No,,
E101528,No,,
E101529,No,,
E101530,Yes,2025-12-21,Manager Issues
E101531,No,,
E101532,No,,
E101533,No,,
E101534,No,,
E101535,No,,
E101536,Yes,2022-10-24,Better Pay
E101537,No,,
E101538,No,,
E101539,No,,
E101540,Yes,2023-06-18,Work-Life Balance
E101541,No,,
E101542,Yes,2017-09-07,Better Pay
E101543,No,,
E101544,No,,
E101545,No,,
E101546,No,,
E101547,No,,
E101548,No,,
E101549,No,,
E101550,Yes,2022-08-08,Better Pay
E101551,Yes,2026-06-15,Better Pay
E101552,No,,
E101553,No,,
E101554,No,,
E101555,No,,
E101556,No,,
E101557,No,,
E101558,No,,
E101559,No,,
E101560,No,,
E101561,No,,
E101562,No,,
E101563,No,,
E101564,Yes,2022-01-05,Career Stagnation
E101565,No,,
E101566,Yes,2024-12-26,Manager Issues
E101567,No,,
E101568,Yes,2023-01-19,Better Pay
E101569,No,,
E101570,No,,
E101571,No,,
E101572,No,,
E101573,No,,
E101574,Yes,2022-12-31,Work-Life Balance
E101575,No,,
E101576,No,,
E101577,No,,
E101578,No,,
E101579,Yes,2021-08-03,Work-Life Balance
E101580,No,,
E101581,No,,
E101582,Yes,2024-08-19,Better Pay
E101583,No,,
E101584,No,,
E101585,No,,
E101586,No,,
E101587,No,,
E101588,Yes,2024-01-01,Work-Life Balance
E101589,No,,
E101590,No,,
E101591,No,,
E101592,No,,
E101593,No,,
E101594,Yes,2025-07-20,Better Pay
E101595,No,,
E101596,No,,
E101597,No,,
E101598,Yes,2026-03-25,Better Pay
E101599,No,,
E101600,Yes,2022-01-08,Better Pay
E101601,No,,
E101602,Yes,2026-01-21,Better Pay
E101603,No,,
E101604,No,,
E101605,No,,
E101606,No,,
E101607,No,,
E101608,No,,
E101609,No,,
E101610,Yes,2022-08-13,Manager Issues
E101611,No,,
E101612,Yes,2022-03-19,Better Pay
E101613,No,,
E101614,No,,
E101615,Yes,2026-01-13,Better Pay
E101616,No,,
E101617,No,,
E101618,Yes,2023-05-05,Better Pay
E101619,No,,
E101620,No,,
E101621,No,,
E101622,No,,
E101623,No,,
E101624,No,,
E101625,No,,
E101626,No,,
E101627,No,,
E101628,No,,
E101629,No,,
E101630,No,,
E101631,Yes,2026-05-21,Better Pay
E101632,No,,
E101633,No,,
E101634,No,,
E101635,Yes,2023-06-10,Manager Issues
E101636,No,,
E101637,No,,
E101638,No,,
E101639,Yes,2021-06-09,Manager Issues
E101640,No,,
E101641,No,,
E101642,No,,
E101643,No,,
E101644,Yes,2024-08-13,Work-Life Balance
E101645,Yes,2025-10-06,Better Pay
E101646,No,,
E101647,No,,
E101648,Yes,2025-01-31,Work-Life Balance
E101649,No,,
E101650,No,,
E101651,No,,
E101652,No,,
E101653,No,,
E101654,No,,
E101655,No,,
E101656,No,,
E101657,No,,
E101658,No,,
E101659,No,,
E101660,No,,
E101661,Yes,2022-12-02,Career Stagnation
E101662,Yes,2021-03-24,Manager Issues
E101663,No,,
E101664,No,,
E101665,No,,
E101666,No,,
E101667,No,,
E101668,No,,
E101669,No,,
E101670,No,,
E101671,Yes,2020-11-12,Work-Life Balance
E101672,No,,
E101673,Yes,2028-02-11,Better Pay
E101674,No,,
E101675,No,,
E101676,No,,
E101677,No,,
E101678,No,,
E101679,No,,
E101680,Yes,2021-01-10,Career Stagnation
E101681,No,,
E101682,Yes,2026-03-26,Work-Life Balance
E101683,No,,
E101684,Yes,2023-11-11,Better Pay
E101685,No,,
E101686,No,,
E101687,No,,
E101688,Yes,2022-08-26,Work-Life Balance
E101689,No,,
E101690,No,,
E101691,No,,
E101692,No,,
E101693,Yes,2026-05-13,Manager Issues
E101694,No,,
E101695,No,,
E101696,No,,
E101697,No,,
E101698,No,,
E101699,No,,
E101700,No,,
E101701,No,,
E101702,No,,
E101703,Yes,2021-03-31,Better Pay
E101704,No,,
E101705,No,,
E101706,No,,
E101707,No,,
E101708,No,,
E101709,No,,
E101710,No,,
E101711,No,,
E101712,Yes,2023-10-12,Career Stagnation
E101713,No,,
E101714,Yes,2024-09-27,Career Stagnation
E101715,Yes,2022-03-19,Work-Life Balance
E101716,No,,
E101717,No,,
E101718,No,,
E101719,Yes,2022-12-23,Career Stagnation
E101720,No,,
E101721,No,,
E101722,Yes,2022-08-14,Better Pay
E101723,No,,
E101724,No,,
E101725,No,,
E101726,No,,
E101727,Yes,2026-05-20,Better Pay
E101728,No,,
E101729,Yes,2025-06-24,Work-Life Balance
E101730,No,,
E101731,No,,
E101732,No,,
E101733,No,,
E101734,Yes,2025-03-06,Better Pay
E101735,No,,
E101736,No,,
E101737,Yes,2024-11-07,Better Pay
E101738,Yes,2023-11-25,Work-Life Balance
E101739,Yes,2022-04-23,Manager Issues
E101740,No,,
E101741,No,,
E101742,No,,
E101743,No,,
E101744,No,,
E101745,Yes,2025-06-26,Career Stagnation
E101746,Yes,2022-12-28,Better Pay
E101747,No,,
E101748,Yes,2022-12-29,Better Pay
E101749,Yes,2023-09-08,Career Stagnation
E101750,No,,
E101751,No,,
E101752,No,,
E101753,No,,
E101754,Yes,2025-04-20,Work-Life Balance
E101755,No,,
E101756,No,,
E101757,No,,
E101758,No,,
E101759,Yes,2023-12-15,Work-Life Balance
E101760,Yes,2019-03-13,Manager Issues
E101761,No,,
E101762,No,,
E101763,No,,
E101764,No,,
E101765,No,,
E101766,No,,
E101767,No,,
E101768,No,,
E101769,No,,
E101770,Yes,2026-07-14,Work-Life Balance
E101771,No,,
E101772,No,,
E101773,Yes,2023-12-12,Manager Issues
E101774,No,,
E101775,Yes,2024-11-03,Work-Life Balance
E101776,No,,
E101777,No,,
E101778,No,,
E101779,Yes,2025-01-22,Career Stagnation
E101780,Yes,2023-08-01,Career Stagnation
E101781,No,,
E101782,No,,
E101783,No,,
E101784,Yes,2021-10-16,Career Stagnation
E101785,No,,
E101786,No,,
E101787,No,,
E101788,No,,
E101789,No,,
E101790,No,,
E101791,No,,
E101792,Yes,2020-02-05,Career Stagnation
E101793,Yes,2025-04-10,Manager Issues
E101794,No,,
E101795,No,,
E101796,No,,
E101797,No,,
E101798,No,,
E101799,No,,
E101800,Yes,2027-01-12,Better Pay
E101801,No,,
E101802,No,,
E101803,No,,
E101804,Yes,2025-01-10,Manager Issues
E101805,No,,
E101806,Yes,2021-04-19,Manager Issues
E101807,No,,
E101808,Yes,2020-09-16,Work-Life Balance
E101809,No,,
E101810,Yes,2017-09-23,Manager Issues
E101811,No,,
E101812,No,,
E101813,No,,
E101814,No,,
E101815,No,,
E101816,Yes,2020-01-11,Better Pay
E101817,No,,
E101818,No,,
E101819,No,,
E101820,No,,
E101821,Yes,2024-11-07,Career Stagnation
E101822,No,,
E101823,No,,
E101824,No,,
E101825,Yes,2022-07-20,Better Pay
E101826,No,,
E101827,No,,
E101828,No,,
E101829,No,,
E101830,No,,
E101831,No,,
E101832,No,,
E101833,No,,
E101834,Yes,2023-06-02,Better Pay
E101835,No,,
E101836,No,,
E101837,No,,
E101838,No,,
E101839,No,,
E101840,No,,
E101841,No,,
E101842,Yes,2022-05-03,Better Pay
E101843,No,,
E101844,Yes,2026-04-05,Career Stagnation
E101845,No,,
E101846,No,,
E101847,No,,
E101848,No,,
E101849,No,,
E101850,No,,
E101851,Yes,2025-11-04,Work-Life Balance
E101852,No,,
E101853,No,,
E101854,No,,
E101855,No,,
E101856,No,,
E101857,Yes,2025-08-09,Better Pay
E101858,No,,
E101859,No,,
E101860,Yes,2020-08-01,Work-Life Balance
E101861,No,,
E101862,Yes,2026-03-02,Better Pay
E101863,No,,
E101864,No,,
E101865,No,,
E101866,No,,
E101867,No,,
E101868,No,,
E101869,No,,
E101870,No,,
E101871,Yes,2025-05-24,Work-Life Balance
E101872,No,,
E101873,No,,
E101874,No,,
E101875,Yes,2021-04-17,Career Stagnation
E101876,No,,
E101877,Yes,2023-10-23,Career Stagnation
E101878,No,,
E101879,No,,
E101880,No,,
E101881,Yes,2023-02-17,Career Stagnation
E101882,No,,
E101883,Yes,2020-12-15,Better Pay
E101884,No,,
E101885,No,,
E101886,No,,
E101887,No,,
E101888,Yes,2025-01-18,Work-Life Balance
E101889,No,,
E101890,No,,
E101891,No,,
E101892,No,,
E101893,Yes,2022-04-02,Career Stagnation
E101894,Yes,2022-01-29,Better Pay
E101895,Yes,2027-07-11,Manager Issues
E101896,No,,
E101897,Yes,2024-01-27,Better Pay
E101898,No,,
E101899,No,,
E101900,No,,
E101901,Yes,2025-08-25,Better Pay
E101902,No,,
E101903,No,,
E101904,No,,
E101905,No,,
E101906,Yes,2023-10-08,Manager Issues
E101907,No,,
E101908,No,,
E101909,No,,
E101910,No,,
E101911,Yes,2020-12-11,Manager Issues
E101912,No,,
E101913,No,,
E101914,No,,
E101915,No,,
E101916,No,,
E101917,No,,
E101918,No,,
E101919,No,,
E101920,No,,
E101921,Yes,2026-01-03,Work-Life Balance
E101922,No,,
E101923,No,,
E101924,No,,
E101925,No,,
E101926,No,,
E101927,No,,
E101928,Yes,2019-03-12,Manager Issues
E101929,No,,
E101930,No,,
E101931,Yes,2026-12-22,Work-Life Balance
E101932,No,,
E101933,No,,
E101934,No,,
E101935,No,,
E101936,No,,
E101937,No,,
E101938,No,,
E101939,No,,
E101940,No,,
E101941,Yes,2022-02-14,Manager Issues
E101942,No,,
E101943,No,,
E101944,No,,
E101945,No,,
E101946,No,,
E101947,No,,
E101948,No,,
E101949,No,,
E101950,No,,
E101951,No,,
E101952,Yes,2023-03-30,Work-Life Balance
E101953,No,,
E101954,No,,
E101955,No,,
E101956,No,,
E101957,Yes,2026-03-04,Better Pay
E101958,No,,
E101959,No,,
E101960,No,,
E101961,No,,
E101962,No,,
E101963,No,,
E101964,No,,
E101965,No,,
E101966,Yes,2022-02-16,Better Pay
E101967,No,,
E101968,No,,
E101969,No,,
E101970,No,,
E101971,No,,
E101972,Yes,2021-08-14,Work-Life Balance
E101973,No,,
E101974,Yes,2024-04-13,Manager Issues
E101975,Yes,2024-02-18,Better Pay
E101976,No,,
E101977,Yes,2024-04-26,Better Pay
E101978,No,,
E101979,No,,
E101980,Yes,2024-10-01,Better Pay
E101981,No,,
E101982,Yes,2027-02-26,Better Pay
E101983,Yes,2025-04-12,Better Pay
E101984,No,,
E101985,No,,
E101986,Yes,2025-10-04,Manager Issues
E101987,No,,
E101988,No,,
E101989,No,,
E101990,No,,
E101991,No,,
E101992,No,,
E101993,No,,
E101994,No,,
E101995,Yes,2021-03-27,Better Pay
E101996,No,,
E101997,No,,
E101998,No,,
E101999,No,,
E102000,Yes,2018-09-19,Career Stagnation
E102001,No,,
E102002,No,,
E102003,Yes,2021-08-09,Manager Issues
E102004,No,,
E102005,No,,
E102006,No,,
E102007,Yes,2020-06-13,Better Pay
E102008,No,,
E102009,No,,
E102010,No,,
E102011,No,,
E102012,No,,
E102013,No,,
E102014,No,,
E102015,No,,
E102016,No,,
E102017,No,,
E102018,Yes,2022-06-03,Career Stagnation
E102019,No,,
E102020,Yes,2023-02-04,Better Pay
E102021,No,,
E102022,Yes,2021-07-29,Career Stagnation
E102023,No,,
E102024,No,,
E102025,No,,
E102026,Yes,2026-07-08,Manager Issues
E102027,No,,
E102028,No,,
E102029,No,,
E102030,No,,
E102031,No,,
E102032,No,,
E102033,No,,
E102034,No,,
E102035,Yes,2023-11-24,Career Stagnation
E102036,No,,
E102037,No,,
E102038,No,,
E102039,No,,
E102040,Yes,2022-02-16,Better Pay
E102041,Yes,2023-09-06,Better Pay
E102042,No,,
E102043,No,,
E102044,No,,
E102045,Yes,2026-08-31,Better Pay
E102046,Yes,2020-01-20,Work-Life Balance
E102047,No,,
E102048,No,,
E102049,No,,
E102050,Yes,2027-03-24,Manager Issues
E102051,Yes,2022-05-19,Work-Life Balance
E102052,No,,
E102053,Yes,2020-02-23,Career Stagnation
E102054,No,,
E102055,No,,
E102056,No,,
E102057,Yes,2024-06-30,Better Pay
E102058,Yes,2024-10-07,Work-Life Balance
E102059,Yes,2022-04-28,Manager Issues
E102060,No,,
E102061,No,,
E102062,No,,
E102063,No,,
E102064,No,,
E102065,No,,
E102066,No,,
E102067,No,,
E102068,Yes,2019-12-20,Manager Issues
E102069,No,,
E102070,Yes,2022-05-16,Manager Issues
E102071,No,,
E102072,No,,
E102073,No,,
E102074,Yes,2023-07-04,Career Stagnation
E102075,No,,
E102076,Yes,2027-09-30,Better Pay
E102077,No,,
E102078,No,,
E102079,Yes,2025-07-22,Better Pay
E102080,No,,
E102081,Yes,2023-01-01,Career Stagnation
E102082,No,,
E102083,No,,
E102084,No,,
E102085,No,,
E102086,No,,
E102087,No,,
E102088,No,,
E102089,No,,
E102090,No,,
E102091,Yes,2027-01-05,Manager Issues
E102092,No,,
E102093,No,,
E102094,No,,
E102095,No,,
E102096,No,,
E102097,No,,
E102098,Yes,2025-03-22,Career Stagnation
E102099,No,,
E102100,No,,
E102101,No,,
E102102,No,,
E102103,No,,
E102104,No,,
E102105,No,,
E102106,No,,
E102107,No,,
E102108,No,,
E102109,Yes,2019-03-29,Manager Issues
E102110,No,,
E102111,No,,
E102112,Yes,2022-11-20,Work-Life Balance
E102113,Yes,2021-02-08,Better Pay
E102114,No,,
E102115,No,,
E102116,No,,
E102117,No,,
E102118,No,,
E102119,No,,
E102120,No,,
E102121,Yes,2020-01-23,Manager Issues
E102122,No,,
E102123,Yes,2025-04-03,Manager Issues
E102124,Yes,2022-07-07,Better Pay
E102125,No,,
E102126,No,,
E102127,No,,
E102128,No,,
E102129,No,,
E102130,Yes,2024-02-11,Better Pay
E102131,No,,
E102132,Yes,2024-11-24,Career Stagnation
E102133,Yes,2024-01-22,Better Pay
E102134,No,,
E102135,No,,
E102136,Yes,2021-07-08,Better Pay
E102137,No,,
E102138,No,,
E102139,No,,
E102140,No,,
E102141,No,,
E102142,No,,
E102143,Yes,2023-04-17,Manager Issues
E102144,No,,
E102145,No,,
E102146,No,,
E102147,No,,
E102148,No,,
E102149,Yes,2020-09-08,Better Pay
E102150,No,,
E102151,No,,
E102152,Yes,2022-04-06,Manager Issues
E102153,No,,
E102154,No,,
E102155,No,,
E102156,Yes,2020-09-24,Work-Life Balance
E102157,No,,
E102158,No,,
E102159,No,,
E102160,Yes,2021-05-15,Work-Life Balance
E102161,No,,
E102162,No,,
E102163,No,,
E102164,No,,
E102165,No,,
E102166,Yes,2025-04-17,Better Pay
E102167,No,,
E102168,No,,
E102169,Yes,2021-10-08,Manager Issues
E102170,No,,
E102171,No,,
E102172,No,,
E102173,No,,
E102174,No,,
E102175,Yes,2022-10-21,Better Pay
E102176,Yes,2025-05-27,Better Pay
E102177,No,,
E102178,Yes,2024-02-19,Manager Issues
E102179,No,,
E102180,No,,
E102181,Yes,2021-03-03,Better Pay
E102182,No,,
E102183,Yes,2021-08-12,Manager Issues
E102184,Yes,2019-11-30,Better Pay
E102185,No,,
E102186,No,,
E102187,No,,
E102188,No,,
E102189,No,,
E102190,No,,
E102191,No,,
E102192,No,,
E102193,Yes,2024-10-27,Career Stagnation
E102194,No,,
E102195,Yes,2022-08-31,Manager Issues
E102196,Yes,2021-10-31,Better Pay
E102197,No,,
E102198,No,,
E102199,No,,
E102200,No,,
E102201,No,,
E102202,No,,
E102203,No,,
E102204,No,,
E102205,No,,
E102206,No,,
E102207,No,,
E102208,No,,
E102209,No,,
E102210,No,,
E102211,No,,
E102212,No,,
E102213,Yes,2023-04-21,Career Stagnation
E102214,No,,
E102215,No,,
E102216,Yes,2025-08-07,Manager Issues
E102217,No,,
E102218,No,,
E102219,No,,
E102220,No,,
E102221,No,,
E102222,No,,
E102223,No,,
E102224,No,,
E102225,No,,
E102226,No,,
E102227,No,,
E102228,No,,
E102229,No,,
E102230,No,,
E102231,No,,
E102232,No,,
E102233,No,,
E102234,No,,
E102235,No,,
E102236,Yes,2025-07-19,Work-Life Balance
E102237,No,,
E102238,No,,
E102239,No,,
E102240,No,,
E102241,No,,
E102242,No,,
E102243,Yes,2026-08-04,Manager Issues
E102244,Yes,2023-04-08,Manager Issues
E102245,No,,
E102246,Yes,2023-08-30,Better Pay
E102247,No,,
E102248,No,,
E102249,No,,
E102250,No,,
E102251,No,,
E102252,No,,
E102253,No,,
E102254,No,,
E102255,Yes,2022-03-11,Better Pay
E102256,No,,
E102257,Yes,2024-09-23,Career Stagnation
E102258,Yes,2022-05-03,Better Pay
E102259,Yes,2022-08-31,Work-Life Balance
E102260,No,,
E102261,Yes,2024-10-02,Career Stagnation
E102262,Yes,2020-03-19,Career Stagnation
E102263,Yes,2023-08-05,Manager Issues
E102264,No,,
E102265,No,,
E102266,Yes,2019-12-06,Career Stagnation
E102267,Yes,2025-02-07,Better Pay
E102268,No,,
E102269,No,,
E102270,No,,
E102271,Yes,2022-12-21,Career Stagnation
E102272,Yes,2021-10-05,Manager Issues
E102273,No,,
E102274,No,,
E102275,No,,
E102276,No,,
E102277,No,,
E102278,No,,
E102279,No,,
E102280,No,,
E102281,No,,
E102282,Yes,2020-10-22,Manager Issues
E102283,Yes,2023-09-03,Better Pay
E102284,No,,
E102285,Yes,2018-11-09,Better Pay
E102286,No,,
E102287,Yes,2022-11-27,Manager Issues
E102288,No,,
E102289,Yes,2020-03-01,Better Pay
E102290,No,,
E102291,No,,
E102292,No,,
E102293,No,,
E102294,No,,
E102295,No,,
E102296,No,,
E102297,No,,
E102298,Yes,2024-02-15,Better Pay
E102299,Yes,2021-05-29,Better Pay
E102300,No,,
E102301,No,,
E102302,No,,
E102303,No,,
E102304,Yes,2021-04-02,Career Stagnation
E102305,Yes,2021-08-27,Manager Issues
E102306,No,,
E102307,No,,
E102308,No,,
E102309,No,,
E102310,No,,
E102311,No,,
E102312,No,,
E102313,No,,
E102314,No,,
E102315,No,,
E102316,No,,
E102317,No,,
E102318,No,,
E102319,Yes,2021-08-10,Work-Life Balance
E102320,No,,
E102321,No,,
E102322,Yes,2025-08-06,Manager Issues
E102323,No,,
E102324,No,,
E102325,No,,
E102326,No,,
E102327,No,,
E102328,No,,
E102329,No,,
E102330,No,,
E102331,No,,
E102332,No,,
E102333,No,,
E102334,No,,
E102335,No,,
E102336,No,,
E102337,No,,
E102338,Yes,2023-08-26,Manager Issues
E102339,No,,
E102340,No,,
E102341,No,,
E102342,No,,
E102343,No,,
E102344,No,,
E102345,Yes,2025-04-06,Manager Issues
E102346,No,,
E102347,No,,
E102348,No,,
E102349,Yes,2023-08-02,Career Stagnation
E102350,No,,
E102351,No,,
E102352,Yes,2024-12-26,Work-Life Balance
E102353,No,,
E102354,Yes,2022-01-12,Better Pay
E102355,No,,
E102356,No,,
E102357,No,,
E102358,No,,
E102359,No,,
E102360,No,,
E102361,Yes,2018-02-28,Manager Issues
E102362,No,,
E102363,No,,
E102364,No,,
E102365,No,,
E102366,No,,
E102367,No,,
E102368,Yes,2022-11-16,Career Stagnation
E102369,Yes,2018-02-03,Better Pay
E102370,No,,
E102371,No,,
E102372,No,,
E102373,Yes,2022-12-09,Manager Issues
E102374,No,,
E102375,No,,
E102376,No,,
E102377,Yes,2025-04-06,Better Pay
E102378,No,,
E102379,No,,
E102380,No,,
E102381,No,,
E102382,No,,
E102383,No,,
E102384,Yes,2021-01-27,Manager Issues
E102385,No,,
E102386,No,,
E102387,No,,
E102388,Yes,2019-09-02,Better Pay
E102389,No,,
E102390,Yes,2023-04-14,Better Pay
E102391,No,,
E102392,No,,
E102393,No,,
E102394,No,,
E102395,No,,
E102396,Yes,2024-02-24,Better Pay
E102397,No,,
E102398,No,,
E102399,Yes,2020-06-01,Better Pay
E102400,No,,
E102401,No,,
E102402,No,,
E102403,No,,
E102404,No,,
E102405,No,,
E102406,Yes,2022-07-16,Work-Life Balance
E102407,No,,
E102408,Yes,2025-07-27,Better Pay
E102409,No,,
E102410,Yes,2025-10-08,Work-Life Balance
E102411,No,,
E102412,Yes,2022-10-24,Better Pay
E102413,Yes,2025-05-30,Better Pay
E102414,No,,
E102415,No,,
E102416,No,,
E102417,No,,
E102418,No,,
E102419,No,,
E102420,No,,
E102421,Yes,2021-11-25,Career Stagnation
E102422,No,,
E102423,No,,
E102424,No,,
E102425,Yes,2023-08-10,Career Stagnation
E102426,Yes,2020-04-09,Career Stagnation
E102427,Yes,2025-12-12,Better Pay
E102428,No,,
E102429,No,,
E102430,Yes,2022-02-24,Better Pay
E102431,No,,
E102432,No,,
E102433,Yes,2022-12-17,Better Pay
E102434,No,,
E102435,No,,
E102436,Yes,2021-10-24,Better Pay
E102437,No,,
E102438,No,,
E102439,No,,
E102440,No,,
E102441,No,,
E102442,No,,
E102443,No,,
E102444,No,,
E102445,No,,
E102446,No,,
E102447,No,,
E102448,No,,
E102449,Yes,2020-07-02,Better Pay
E102450,No,,
E102451,Yes,2023-11-11,Career Stagnation
E102452,No,,
E102453,No,,
E102454,No,,
E102455,No,,
E102456,No,,
E102457,Yes,2019-07-26,Career Stagnation
E102458,No,,
E102459,No,,
E102460,No,,
E102461,No,,
E102462,No,,
E102463,No,,
E102464,Yes,2023-12-18,Manager Issues
E102465,No,,
E102466,Yes,2020-11-06,Career Stagnation
E102467,No,,
E102468,Yes,2020-06-17,Better Pay
E102469,Yes,2025-06-07,Career Stagnation
E102470,No,,
E102471,No,,
E102472,No,,
E102473,No,,
E102474,No,,
E102475,No,,
E102476,Yes,2023-06-12,Career Stagnation
E102477,No,,
E102478,No,,
E102479,Yes,2020-08-17,Career Stagnation
E102480,No,,
E102481,Yes,2022-03-03,Better Pay
E102482,No,,
E102483,Yes,2024-10-27,Better Pay
E102484,No,,
E102485,No,,
E102486,No,,
E102487,No,,
E102488,No,,
E102489,No,,
E102490,No,,
E102491,No,,
E102492,Yes,2022-03-14,Better Pay
E102493,No,,
E102494,No,,
E102495,Yes,2026-08-21,Career Stagnation
E102496,Yes,2023-07-22,Work-Life Balance
E102497,No,,
E102498,Yes,2021-08-10,Manager Issues
E102499,No,,
