employee_id,survey_date,engagement_score,work_life_balance,manager_support
E100399,2022-01-16,4,1,4
E100399,2022-06-11,2,2,4
E100400,2019-07-02,5,5,3
E100400,2022-05-28,4,4,3
E100401,2021-06-14,2,4,1
E100402,2020-05-07,1,4,5
E100403,2023-03-12,2,1,5
E100403,2021-02-02,4,3,3
E100404,2019-10-20,3,4,3
E100404,2019-11-15,2,3,2
E100404,2022-02-21,1,5,5
E100405,2020-01-21,3,4,1
E100405,2022-01-10,3,3,1
E100406,2022-08-07,1,5,1
E100406,2022-06-08,4,4,4
E100407,2022-03-15,1,4,5
E100408,2021-11-19,3,2,3
E100408,2020-11-26,4,5,4
E100409,2019-08-01,1,3,2
E100409,2022-09-19,5,3,5
E100410,2022-02-11,1,3,5
E100410,2022-02-03,2,2,4
E100410,2022-05-29,2,5,1
E100411,2021-11-15,1,1,4
E100411,2019-11-17,5,4,5
E100412,2019-06-24,1,3,1
E100412,2020-10-03,5,3,4
E100412,2020-08-25,5,2,2
E100413,2019-07-22,5,4,3
E100413,2023-01-23,1,3,1
E100413,2021-01-10,5,2,2
E100414,2019-05-10,3,3,1
E100414,2019-12-31,4,3,4
E100414,2022-08-19,5,4,2
E100415,2020-02-21,1,1,2
E100416,2020-05-12,2,2,1
E100416,2023-07-08,2,3,1
E100417,2021-12-14,1,2,2
E100418,2019-11-24,2,4,3
E100418,2020-09-09,5,4,3
E100419,2022-12-20,4,5,1
E100419,2019-10-05,3,1,5
E100419,2020-06-11,2,1,4
E100420,2022-12-07,1,4,5
E100420,2022-09-19,4,5,1
E100420,2021-01-05,3,1,2
E100421,2020-06-12,4,1,4
E100422,2021-03-09,1,4,4
E100422,2022-05-05,2,4,5
E100422,2021-05-29,4,1,4
E100423,2022-09-10,3,2,1
E100423,2020-12-22,3,2,2
E100424,2020-02-28,1,4,1
E100424,2020-06-14,4,5,4
E100424,2020-12-09,2,1,5
E100425,2023-04-17,5,4,5
E100425,2023-11-02,3,4,2
E100426,2023-04-28,3,5,3
E100426,2020-06-21,5,5,3
E100427,2023-04-21,2,3,5
E100428,2021-01-06,5,5,1
E100428,2019-10-29,1,1,5
E100428,2019-06-06,4,1,2
E100429,2023-02-02,4,1,2
E100429,2019-06-12,2,1,3
E100430,2023-10-18,5,4,3
E100430,2020-10-30,4,5,3
E100430,2019-10-02,1,4,1
E100431,2021-10-07,2,2,3
E100432,2023-08-30,5,2,4
E100433,2023-07-28,1,1,5
E100434,2023-08-11,5,1,4
E100435,2019-05-27,2,4,3
E100436,2019-10-12,1,4,4
E100436,2022-12-05,4,1,2
E100437,2020-08-18,5,4,3
E100437,2021-11-14,2,5,1
E100438,2022-12-15,3,5,1
E100439,2020-08-19,4,4,5
E100440,2023-01-21,3,4,5
E100441,2023-03-07,4,1,4
E100441,2019-08-24,4,2,5
E100442,2020-03-27,3,5,1
E100442,2022-10-14,4,5,2
E100442,2023-05-04,5,4,1
E100443,2019-05-07,4,1,4
E100444,2022-02-01,1,5,3
E100444,2023-06-12,5,5,4
E100445,2020-11-05,5,5,3
E100445,2021-04-03,4,3,3
E100446,2023-08-17,4,3,3
E100446,2022-03-25,1,4,5
E100446,2021-11-29,2,2,3
E100447,2023-05-23,4,1,1
E100447,2022-06-23,2,5,5
E100447,2021-03-21,5,1,1
E100448,2020-03-20,4,1,4
E100448,2022-08-06,3,1,5
E100448,2019-09-29,4,2,5
E100449,2021-09-23,1,3,2
E100449,2021-11-10,5,3,3
E100449,2020-08-10,1,4,5
E100450,2021-02-15,2,5,5
E100450,2023-05-08,3,4,5
E100450,2023-08-02,2,2,2
E100451,2021-02-02,4,4,5
E100451,2022-01-18,2,4,5
E100452,2020-04-30,1,4,3
E100452,2022-05-14,5,3,3
E100452,2021-07-17,2,4,3
E100453,2019-09-17,1,1,2
E100454,2023-01-27,5,5,2
E100455,2021-03-14,4,2,5
E100456,2022-08-31,3,5,1
E100456,2021-01-22,2,1,1
E100456,2023-04-29,4,3,4
E100457,2022-07-17,3,1,5
E100457,2021-08-03,4,1,5
E100457,2020-12-18,3,3,5
E100458,2021-12-25,4,4,1
E100458,2021-10-05,1,3,4
E100458,2022-06-03,5,3,2
E100459,2021-04-26,4,5,5
E100459,2023-02-14,3,5,3
E100459,2020-06-24,5,1,3
E100460,2022-10-01,2,4,3
E100461,2022-08-08,4,4,2
E100461,2020-06-01,4,5,1
E100461,2020-07-26,2,3,5
E100462,2023-06-12,2,4,2
E100462,2019-12-19,2,1,4
E100462,2021-08-09,1,3,3
E100463,2019-12-14,2,4,4
E100464,2023-01-06,1,3,5
E100464,2021-03-25,5,4,1
E100464,2023-03-28,5,2,2
E100465,2019-12-15,4,5,4
E100465,2020-07-31,5,1,2
E100465,2021-04-04,1,4,4
E100466,2020-08-19,2,2,3
E100467,2022-01-12,3,4,4
E100468,2019-03-15,1,1,3
E100468,2019-09-17,1,4,5
E100469,2020-05-18,2,2,5
E100469,2019-10-09,1,4,3
E100470,2022-05-18,5,2,3
E100470,2021-06-27,5,5,3
E100471,2023-09-18,4,1,3
E100472,2023-04-30,1,2,2
E100472,2023-09-24,1,5,2
E100473,2019-11-08,2,4,1
E100474,2023-09-24,2,4,1
E100474,2020-07-16,5,3,1
E100474,2019-10-14,4,2,2
E100475,2023-02-27,5,3,4
E100475,2019-06-24,3,1,3
E100475,2021-03-03,2,4,4
E100476,2020-01-23,2,5,4
E100476,2019-10-23,3,3,4
E100476,2023-06-29,4,1,2
E100477,2020-04-13,4,5,2
E100478,2020-08-20,2,1,2
E100478,2023-05-12,5,2,2
E100479,2022-03-24,1,2,3
E100480,2022-01-23,2,5,3
E100480,2021-07-12,2,1,1
E100480,2021-07-30,5,1,1
E100481,2022-03-30,5,5,5
E100482,2022-01-23,3,1,3
E100483,2023-08-18,3,2,4
E100483,2023-04-06,1,5,4
E100483,2022-09-17,4,5,4
E100484,2019-09-02,5,5,3
E100484,2023-04-09,2,4,5
E100484,2020-05-30,5,3,2
E100485,2020-08-02,3,2,1
E100485,2022-12-24,2,5,3
E100486,2020-06-02,2,2,3
E100486,2022-01-15,3,2,4
E100487,2021-09-14,2,3,2
E100487,2023-09-05,3,2,1
E100487,2020-10-30,5,5,3
E100488,2022-07-03,5,5,3
E100488,2021-06-10,3,3,4
E100489,2023-01-08,1,1,2
E100490,2020-05-01,3,4,1
E100490,2019-07-23,3,5,4
E100491,2019-05-22,5,5,5
E100491,2023-01-25,3,1,5
E100492,2021-06-25,3,1,2
E100493,2021-08-28,3,4,1
E100494,2020-02-02,2,2,3
E100495,2021-08-14,5,3,4
E100495,2019-11-16,2,3,4
E100496,2020-01-10,4,3,3
E100496,2020-02-05,2,3,1
E100497,2023-09-29,5,2,2
E100497,2023-07-12,2,4,5
E100498,2022-02-23,2,4,3
E100499,2023-05-07,1,5,1
E100500,2019-09-22,1,3,2
E100501,2019-05-15,3,2,5
E100502,2023-02-18,5,3,1
E100502,2023-01-12,3,3,5
E100503,2020-12-30,2,3,4
E100504,2022-06-09,4,1,4
E100505,2021-06-12,3,5,5
E100506,2023-02-16,1,1,2
E100506,2022-07-16,2,4,1
E100507,2019-03-15,1,3,5
E100508,2022-11-21,5,4,1
E100508,2021-09-18,3,5,2
E100508,2019-08-12,2,2,4
E100509,2022-09-01,5,2,2
E100509,2021-04-18,5,3,2
E100510,2020-04-08,2,2,5
E100510,2020-02-23,2,4,3
E100511,2023-08-21,1,3,4
E100511,2019-07-15,4,3,3
E100511,2021-06-06,3,3,2
E100512,2019-12-26,3,1,3
E100513,2022-06-24,2,5,5
E100513,2021-09-01,4,1,1
E100513,2020-01-25,2,3,4
E100514,2019-08-09,1,2,4
E100514,2022-10-29,5,5,2
E100515,2022-03-10,3,1,3
E100515,2021-04-19,4,3,1
E100515,2020-09-09,5,5,4
E100516,2023-10-22,2,3,3
E100516,2020-08-10,4,3,5
E100517,2023-05-28,1,2,1
E100517,2019-10-05,1,3,4
E100518,2020-02-06,3,3,5
E100519,2021-01-20,4,2,3
E100520,2023-05-29,5,1,1
E100521,2019-09-21,1,5,3
E100521,2022-05-17,2,4,2
E100521,2023-05-14,2,3,1
E100522,2019-10-20,4,5,4
E100523,2023-02-08,2,2,2
E100523,2019-10-26,1,3,3
E100523,2020-04-08,2,2,5
E100524,2022-01-26,1,4,1
E100524,2020-01-18,5,3,1
E100524,2023-10-18,2,5,3
E100525,2023-08-17,2,4,1
E100526,2021-12-06,3,5,5
E100526,2023-05-15,1,1,5
E100527,2021-08-16,5,3,4
E100528,2022-04-02,4,3,4
E100528,2019-04-24,4,2,3
E100528,2023-03-20,5,1,3
E100529,2021-12-19,2,2,4
E100529,2019-03-29,5,5,4
E100529,2022-08-09,2,4,1
E100530,2021-08-25,2,2,5
E100530,2022-11-20,4,5,4
E100531,2020-09-04,2,3,5
E100532,2023-04-18,1,3,1
E100532,2022-04-01,1,5,5
E100533,2023-10-04,4,4,2
E100533,2021-01-18,3,1,4
E100533,2019-06-10,2,3,1
E100534,2022-04-30,1,2,1
E100535,2020-05-03,3,3,3
E100535,2023-04-30,1,5,2
E100536,2021-05-19,5,2,2
E100536,2020-02-29,2,2,4
E100537,2023-08-12,2,5,2
E100537,2020-05-14,2,5,2
E100537,2022-12-22,2,4,4
E100538,2020-08-24,1,1,3
E100538,2022-01-28,3,1,3
E100539,2019-03-21,3,1,5
E100539,2020-08-18,2,4,5
E100540,2023-03-17,4,1,4
E100540,2019-09-28,5,5,3
E100541,2022-06-21,3,4,3
E100542,2019-07-31,4,5,3
E100542,2022-01-27,4,1,2
E100542,2019-03-19,4,4,2
E100543,2019-04-09,4,4,3
E100543,2019-04-14,1,4,3
E100544,2019-07-22,3,1,4
E100545,2023-01-27,1,4,3
E100545,2022-03-01,1,5,5
E100545,2022-12-26,3,3,2
E100546,2022-12-21,2,4,2
E100546,2022-05-14,5,2,5
E100546,2019-06-07,4,5,3
E100547,2022-06-22,4,1,4
E100548,2022-02-03,5,3,5
E100548,2019-07-30,3,4,3
E100549,2023-02-13,5,4,5
E100550,2021-07-12,4,2,5
E100551,2020-03-08,4,5,1
E100552,2023-09-17,5,5,2
E100552,2022-11-08,4,5,3
E100552,2023-08-10,3,2,1
E100553,2020-11-05,2,1,1
E100553,2022-02-01,2,2,3
E100554,2021-08-11,4,3,2
E100554,2023-08-17,3,3,2
E100554,2020-12-03,3,5,3
E100555,2019-07-26,5,4,3
E100556,2021-05-17,2,5,1
E100556,2020-03-09,3,3,3
E100557,2022-01-10,5,2,1
E100557,2019-03-23,1,3,2
E100558,2020-01-03,4,3,4
E100558,2023-10-27,2,2,2
E100559,2022-02-08,1,4,2
E100559,2022-06-21,1,5,2
E100559,2023-08-26,1,3,5
E100560,2023-06-10,5,2,4
E100560,2022-04-14,2,1,4
E100561,2021-10-22,3,3,4
E100561,2023-07-01,5,2,4
E100562,2023-10-13,3,4,1
E100562,2021-03-24,2,4,1
E100563,2019-12-21,2,3,2
E100563,2020-11-26,4,4,5
E100564,2022-10-21,3,5,1
E100564,2022-11-02,5,5,4
E100564,2021-12-25,1,3,4
E100565,2022-02-17,1,2,2
E100566,2021-07-28,3,2,5
E100566,2021-07-18,3,4,2
E100567,2021-06-08,5,4,1
E100568,2021-12-15,5,5,3
E100568,2022-07-23,3,1,4
E100568,2022-06-24,4,4,3
E100569,2021-07-26,3,4,3
E100569,2022-07-16,2,4,5
E100569,2022-08-20,1,3,1
E100570,2023-06-21,1,2,1
E100571,2019-08-28,5,1,4
E100571,2022-12-27,4,4,1
E100571,2020-01-05,2,5,5
E100572,2021-08-27,3,5,2
E100572,2023-07-05,4,3,2
E100572,2019-05-22,4,5,5
E100573,2020-10-12,3,1,1
E100573,2022-03-16,4,2,4
E100573,2023-10-25,2,5,5
E100574,2023-06-29,3,3,5
E100574,2021-10-23,3,5,3
E100574,2021-10-12,3,3,2
E100575,2022-07-17,4,3,2
E100576,2022-03-24,3,2,1
E100576,2023-01-26,4,5,5
E100577,2020-08-26,1,3,2
E100578,2023-08-01,3,4,3
E100578,2023-10-13,2,5,4
E100579,2023-03-21,1,3,2
E100579,2019-07-28,2,4,5
E100580,2020-02-22,1,4,2
E100580,2021-12-22,2,5,3
E100581,2022-07-30,5,5,2
E100581,2020-10-06,3,2,1
E100581,2019-06-29,2,5,4
E100582,2021-10-15,5,4,3
E100582,2019-06-26,5,1,1
E100583,2019-08-24,1,1,4
E100584,2023-08-15,4,4,5
E100585,2019-04-08,4,2,1
E100585,2022-05-02,1,5,4
E100585,2022-07-11,2,5,1
E100586,2020-09-10,3,2,2
E100586,2023-09-29,4,2,1
E100586,2023-03-08,4,5,4
E100587,2022-08-22,2,3,1
E100588,2021-11-28,2,4,4
E100588,2020-10-30,5,3,1
E100588,2021-07-29,4,2,4
E100589,2019-08-06,2,4,1
E100590,2020-07-20,4,2,2
E100590,2023-04-27,2,1,1
E100590,2020-05-13,3,1,4
E100591,2021-04-25,4,2,3
E100591,2022-06-14,5,2,2
E100592,2020-04-05,4,2,2
E100593,2021-06-01,1,5,2
E100593,2019-06-29,3,2,4
E100594,2019-08-17,1,3,5
E100595,2022-03-11,1,3,2
E100595,2023-07-14,5,2,2
E100596,2022-08-28,4,4,1
E100596,2022-02-05,4,4,5
E100596,2022-08-30,2,5,4
E100597,2020-01-03,1,5,2
E100597,2019-12-13,1,1,5
E100597,2019-07-08,2,3,5
E100598,2019-07-12,2,4,5
E100598,2022-09-03,1,4,2
E100599,2019-12-09,5,2,5
E100599,2021-10-14,5,1,5
E100599,2022-03-07,4,1,3
E100600,2020-09-08,5,4,2
E100600,2022-09-15,2,1,5
E100601,2020-06-03,4,1,1
E100602,2022-01-04,5,4,5
E100602,2020-04-07,5,2,2
E100602,2019-11-13,5,2,3
E100603,2022-05-03,1,2,4
E100603,2019-06-27,2,5,3
E100603,2021-09-08,2,3,2
E100604,2020-01-20,5,3,2
E100605,2023-01-31,2,3,3
E100605,2022-05-30,3,4,2
E100605,2020-08-03,1,5,4
E100606,2022-05-19,1,3,1
E100607,2021-01-31,5,5,1
E100608,2019-10-02,2,3,5
E100608,2021-11-10,1,3,4
E100609,2019-09-04,5,1,1
E100610,2020-08-01,1,1,3
E100610,2019-07-07,3,2,2
E100611,2023-08-06,1,5,5
E100612,2022-12-28,1,3,4
E100612,2022-04-09,5,1,3
E100613,2021-05-09,2,1,5
E100613,2022-02-16,1,2,2
E100613,2020-11-04,1,5,2
E100614,2021-09-28,5,2,3
E100614,2021-02-19,5,1,3
E100615,2019-09-02,5,2,4
E100615,2020-03-13,5,1,1
E100615,2021-05-04,3,4,5
E100616,2019-11-22,5,2,2
E100616,2020-03-10,3,1,3
E100616,2019-04-20,3,5,3
E100617,2022-12-21,5,5,3
E100617,2022-06-19,1,1,2
E100618,2020-05-19,3,3,2
E100619,2021-07-23,5,5,3
E100620,2023-06-04,5,4,3
E100621,2020-12-12,2,2,2
E100621,2023-03-07,4,3,4
E100621,2020-02-19,5,2,5
E100622,2022-01-30,2,3,2
E100622,2021-10-09,2,5,5
E100622,2023-10-21,1,2,5
E100623,2020-08-26,3,3,2
E100624,2021-08-09,2,1,2
E100625,2023-03-06,3,5,4
E100625,2023-05-17,4,4,5
E100626,2021-11-25,5,5,1
E100626,2023-02-24,5,1,3
E100627,2020-10-19,1,3,5
E100628,2019-12-30,2,5,4
E100629,2022-06-12,2,2,4
E100630,2021-09-08,4,3,4
E100630,2019-08-17,2,1,3
E100631,2023-06-02,3,1,1
E100631,2020-01-23,2,5,2
E100632,2022-01-05,2,5,4
E100632,2022-10-25,1,4,2
E100633,2019-12-14,4,5,4
E100633,2020-03-15,4,1,4
E100633,2020-10-16,3,5,1
E100634,2019-06-18,3,2,3
E100634,2021-09-13,5,5,5
E100635,2021-12-09,1,2,2
E100635,2022-12-25,1,4,4
E100636,2020-04-21,4,4,1
E100637,2020-05-27,5,5,2
E100637,2023-04-19,4,1,4
E100637,2019-07-19,1,5,4
E100638,2022-05-12,2,1,5
E100638,2023-07-18,2,2,5
E100639,2021-04-02,3,5,4
E100639,2019-07-31,1,5,5
E100639,2022-07-23,1,3,4
E100640,2022-07-19,3,2,1
E100640,2020-08-02,2,5,2
E100640,2020-07-11,5,5,3
E100641,2020-06-23,4,3,3
E100641,2020-02-07,4,5,4
E100642,2023-01-24,5,3,5
E100642,2021-01-28,1,1,3
E100643,2020-07-17,3,3,3
E100643,2023-05-09,1,2,2
E100643,2020-01-05,5,2,4
E100644,2023-06-03,4,1,1
E100644,2019-07-21,4,2,2
E100645,2019-10-28,2,4,2
E100646,2023-01-14,5,5,1
E100646,2021-05-17,3,4,2
E100646,2021-01-27,3,3,1
E100647,2022-12-12,2,1,3
E100647,2023-03-28,4,1,5
E100647,2020-02-14,3,5,5
E100648,2023-02-15,3,1,4
E100648,2022-04-13,3,2,4
E100649,2023-08-07,5,4,4
E100649,2019-08-01,4,3,2
E100649,2022-01-13,4,2,5
E100650,2021-05-01,1,1,1
E100651,2021-01-14,5,4,5
E100651,2023-04-05,1,5,5
E100652,2020-09-27,1,2,5
E100652,2020-10-05,5,1,3
E100652,2021-11-09,4,1,4
E100653,2020-12-09,4,5,3
E100653,2022-01-05,2,3,3
E100654,2022-04-24,3,2,3
E100654,2020-05-10,5,5,4
E100655,2020-04-04,5,1,2
E100656,2021-04-23,1,3,2
E100656,2021-10-26,3,1,3
E100656,2022-03-21,3,1,3
E100657,2023-05-29,2,4,1
E100657,2021-12-02,1,1,1
E100657,2020-01-26,4,1,3
E100658,2022-09-12,5,2,4
E100658,2019-09-19,4,4,4
E100658,2022-12-01,5,1,2
E100659,2019-04-13,1,1,5
E100659,2020-11-20,2,2,4
E100660,2019-08-06,2,2,5
E100660,2020-02-26,1,1,4
E100661,2021-04-29,1,5,4
E100662,2020-05-22,2,1,2
E100662,2021-12-21,2,4,2
E100662,2022-03-30,4,1,2
E100663,2021-05-13,5,1,5
E100663,2019-07-18,2,2,3
E100663,2019-07-13,3,1,1
E100664,2019-12-30,1,4,2
E100665,2020-07-27,2,5,3
E100665,2021-05-11,1,1,5
E100665,2021-10-30,4,1,1
E100666,2023-08-27,5,5,2
E100667,2023-07-07,5,3,4
E100668,2020-12-04,5,4,3
E100668,2023-08-29,2,4,3
E100668,2023-05-11,1,5,1
E100669,2023-06-11,4,1,1
E100670,2020-06-15,2,2,5
E100671,2019-05-24,5,5,1
E100672,2021-01-15,4,2,3
E100673,2020-04-02,1,1,3
E100674,2019-04-15,1,5,4
E100674,2023-01-10,4,3,2
E100674,2019-08-31,3,3,4
E100675,2022-12-26,5,2,3
E100676,2023-09-27,3,5,2
E100676,2022-11-20,3,3,5
E100677,2022-09-14,5,5,5
E100678,2020-03-27,4,3,2
E100679,2023-01-19,5,5,3
E100680,2022-11-23,2,4,1
E100681,2022-08-18,4,1,3
E100682,2020-08-11,2,2,2
E100682,2022-04-18,3,2,2
E100682,2021-08-10,4,2,1
E100683,2022-09-15,1,1,5
E100683,2022-11-03,3,4,5
E100683,2022-06-30,3,2,1
E100684,2020-05-28,1,1,3
E100684,2023-05-27,3,5,5
E100684,2021-11-25,5,4,3
E100685,2023-05-29,5,4,1
E100686,2022-10-12,3,5,5
E100686,2022-08-05,3,1,1
E100687,2022-07-27,4,4,4
E100687,2022-04-04,5,5,3
E100687,2019-12-30,2,2,4
E100688,2023-11-05,5,3,4
E100688,2019-04-22,1,5,4
E100688,2019-05-25,3,4,2
E100689,2023-06-13,5,1,2
E100690,2021-04-13,2,3,4
E100690,2020-01-03,4,3,2
E100690,2021-11-11,3,4,2
E100691,2020-02-14,2,1,2
E100692,2021-12-10,2,2,5
E100693,2019-09-08,5,3,4
E100694,2020-07-07,3,3,2
E100694,2021-03-24,5,2,2
E100694,2023-06-20,1,4,2
E100695,2021-06-13,1,5,2
E100695,2021-03-20,2,5,2
E100696,2020-01-25,1,5,5
E100697,2020-12-19,2,5,2
E100698,2020-08-08,5,2,5
E100699,2022-08-05,1,4,3
E100699,2022-09-03,2,4,3
E100700,2021-03-26,2,2,2
E100700,2019-08-08,3,2,4
E100700,2020-03-01,2,4,2
E100701,2021-05-07,5,1,4
E100701,2022-04-08,1,5,1
E100702,2020-10-25,5,4,2
E100702,2019-09-29,5,4,3
E100702,2022-01-16,1,3,1
E100703,2022-04-02,2,2,5
E100704,2020-02-24,3,3,5
E100704,2021-11-09,4,2,3
E100705,2023-08-07,3,3,3
E100706,2021-03-12,1,1,5
E100707,2023-10-13,3,1,3
E100707,2021-08-02,2,2,3
E100708,2020-11-17,5,3,1
E100708,2023-07-29,2,3,4
E100708,2022-07-05,5,5,2
E100709,2020-12-15,3,4,1
E100709,2022-04-16,2,3,1
E100709,2019-09-03,1,2,1
E100710,2022-09-07,3,5,1
E100710,2022-12-09,3,2,3
E100710,2023-07-11,4,2,1
E100711,2019-07-07,1,2,2
E100711,2023-05-25,2,1,1
E100712,2022-06-05,1,1,1
E100712,2021-09-19,3,3,2
E100713,2023-02-16,3,2,4
E100714,2023-06-01,5,4,4
E100714,2020-07-24,2,5,2
E100714,2019-11-26,5,4,5
E100715,2022-12-13,1,3,3
E100715,2021-09-04,4,4,1
E100715,2022-01-30,1,4,1
E100716,2020-08-01,5,3,5
E100717,2022-07-12,5,4,3
E100717,2020-09-06,3,2,3
E100717,2023-08-26,5,5,1
E100718,2020-10-16,2,3,5
E100718,2019-09-12,1,3,1
E100718,2021-06-21,1,3,5
E100719,2021-08-24,1,4,2
E100719,2020-11-12,5,4,3
E100720,2022-09-23,4,2,3
E100720,2022-12-05,1,5,4
E100720,2023-04-12,4,4,1
E100721,2021-04-24,2,1,5
E100721,2023-09-17,1,4,2
E100722,2021-06-01,3,1,4
E100722,2020-02-24,4,3,5
E100723,2023-05-20,5,5,1
E100723,2021-05-28,4,2,5
E100724,2023-01-03,4,5,2
E100724,2021-05-22,1,1,2
E100725,2021-01-29,5,2,1
E100725,2021-04-22,4,1,3
E100726,2020-10-26,2,4,2
E100727,2023-06-22,1,4,3
E100728,2022-04-02,1,2,5
E100729,2023-10-17,4,2,5
E100729,2022-05-05,1,3,2
E100730,2023-09-09,4,2,2
E100730,2023-01-19,5,5,1
E100731,2023-09-20,1,3,1
E100731,2023-07-03,2,3,2
E100731,2019-08-11,5,4,1
E100732,2021-10-12,4,4,2
E100732,2023-01-19,5,3,2
E100732,2022-01-23,5,5,1
E100733,2022-09-16,1,5,4
E100733,2023-02-09,1,5,1
E100733,2022-10-27,1,4,1
E100734,2020-06-06,2,3,3
E100734,2020-09-14,3,3,3
E100735,2020-02-16,3,2,3
E100736,2021-01-18,1,4,4
E100737,2023-08-03,2,5,4
E100737,2023-03-17,1,4,1
E100738,2021-08-08,4,1,3
E100738,2020-02-04,1,1,3
E100738,2022-11-11,3,4,4
E100739,2020-07-28,2,2,1
E100739,2022-10-06,3,2,2
E100740,2020-03-07,3,5,2
E100740,2023-01-28,3,5,3
E100741,2022-07-15,4,2,2
E100742,2020-10-30,3,3,5
E100742,2023-10-06,2,1,3
E100742,2023-09-17,5,2,3
E100743,2023-01-16,3,1,2
E100743,2020-04-03,1,5,3
E100743,2022-04-12,4,3,2
E100744,2022-09-26,5,1,3
E100744,2023-04-28,1,3,4
E100745,2020-07-14,2,4,5
E100745,2022-12-26,2,3,5
E100746,2023-02-11,4,4,2
E100747,2022-05-03,4,1,4
E100747,2019-09-15,4,2,5
E100748,2020-03-21,4,5,3
E100749,2020-11-07,2,5,4
E100749,2019-05-06,4,4,5
E100750,2021-12-27,5,3,4
E100750,2019-07-13,2,5,1
E100751,2020-08-09,2,1,5
E100751,2021-06-16,5,4,3
E100752,2021-11-20,5,3,3
E100752,2020-08-15,2,4,3
E100753,2022-09-04,5,1,4
E100754,2023-06-01,4,3,4
E100754,2019-03-14,5,4,4
E100754,2020-05-29,3,2,2
E100755,2022-12-04,3,5,2
E100756,2020-02-27,4,5,4
E100757,2022-01-21,5,2,4
E100757,2023-09-06,1,2,5
E100757,2022-06-01,1,3,5
E100758,2023-04-09,4,5,2
E100758,2023-09-14,5,1,2
E100758,2022-03-07,5,4,4
E100759,2022-10-24,2,3,3
E100760,2019-09-26,4,4,2
E100761,2019-04-16,2,5,3
E100762,2021-07-05,5,4,2
E100763,2019-12-24,1,3,4
E100763,2019-07-10,1,3,5
E100764,2023-08-06,5,5,2
E100765,2021-12-20,2,2,1
E100765,2019-06-05,1,1,2
E100765,2022-04-11,4,2,2
E100766,2022-02-15,2,5,5
E100766,2019-03-28,3,4,4
E100767,2019-10-30,3,4,3
E100767,2021-04-19,5,2,4
E100767,2023-01-09,5,5,3
E100768,2019-09-03,3,4,5
E100768,2023-01-12,5,2,4
E100769,2022-11-01,3,1,2
E100769,2021-09-28,5,1,4
E100770,2020-04-24,5,4,1
E100770,2020-10-29,5,2,5
E100771,2023-11-04,2,4,1
E100771,2019-11-10,5,3,4
E100772,2022-04-18,5,3,3
E100773,2021-09-02,3,2,1
E100774,2022-11-13,1,4,3
E100774,2020-04-29,5,1,5
E100775,2019-06-12,5,4,4
E100775,2019-07-07,1,5,1
E100775,2022-07-10,1,4,4
E100776,2022-08-18,5,2,4
E100776,2022-09-03,2,5,5
E100776,2022-03-15,2,1,1
E100777,2020-07-07,2,4,1
E100777,2020-06-22,4,1,5
E100778,2019-10-01,1,1,5
E100778,2020-09-24,5,4,4
E100779,2020-05-09,4,4,5
E100779,2022-01-27,3,5,5
E100780,2022-02-28,4,4,2
E100780,2021-09-07,1,4,1
E100780,2022-02-12,2,4,5
E100781,2019-06-21,5,1,5
E100781,2022-01-27,5,2,5
E100782,2020-05-27,5,4,2
E100782,2022-01-22,5,4,1
E100783,2022-04-22,2,3,4
E100783,2022-03-01,5,5,2
E100784,2023-02-03,4,5,2
E100784,2022-08-30,3,2,3
E100785,2019-05-21,2,5,1
E100785,2023-03-02,4,2,1
E100786,2020-02-07,3,4,2
E100787,2019-05-02,4,4,1
E100788,2022-10-17,1,1,2
E100789,2019-06-28,5,1,1
E100790,2021-11-08,2,3,3
E100791,2021-02-07,2,1,2
E100791,2021-10-22,1,5,4
E100791,2020-03-25,2,4,2
E100792,2019-08-03,4,2,3
E100792,2021-07-18,2,1,4
E100793,2022-11-30,2,3,2
E100794,2022-11-30,1,3,4
E100794,2021-10-09,3,4,4
E100795,2020-11-27,1,3,5
E100795,2021-01-30,1,5,5
E100795,2021-05-29,5,4,1
E100796,2020-07-26,3,5,2
E100796,2023-07-16,2,4,2
E100797,2022-01-08,3,3,3
E100797,2021-06-17,2,3,2
E100798,2023-03-26,1,3,2
E100799,2022-01-09,3,4,1
E100800,2020-11-07,2,3,5
E100800,2021-12-24,4,1,4
E100801,2021-12-31,5,4,2
E100802,2022-10-24,1,3,1
E100803,2023-08-07,2,3,2
E100803,2022-01-27,3,2,2
E100804,2023-10-25,5,5,3
E100804,2021-02-25,2,3,4
E100805,2023-05-18,4,3,4
E100806,2023-02-04,4,4,5
E100807,2020-01-19,2,1,2
E100807,2023-10-18,2,2,5
E100807,2021-11-09,1,4,1
E100808,2019-04-10,4,1,1
E100808,2022-10-22,1,1,1
E100808,2020-12-15,5,4,2
E100809,2023-08-23,5,3,1
E100810,2020-08-24,2,4,1
E100810,2021-02-11,2,2,1
E100811,2021-06-20,1,4,5
E100811,2022-05-19,5,2,2
E100811,2019-09-11,1,2,4
E100812,2021-09-17,4,5,4
E100812,2021-12-19,5,2,1
E100813,2022-05-05,4,1,3
E100813,2019-08-11,3,1,5
E100813,2021-03-11,1,3,5
E100814,2021-08-31,3,1,4
E100814,2021-02-03,5,1,2
E100814,2020-10-02,2,1,4
E100815,2020-11-12,1,4,2
E100816,2023-04-09,3,2,2
E100817,2022-03-05,3,3,5
E100817,2021-04-11,2,2,5
E100817,2022-07-23,2,3,3
E100818,2020-07-06,4,3,5
