employee_id,review_year,performance_rating,promotion_flag
E100488,2021,5,No
E100489,2020,4,No
E100489,2021,4,Yes
E100490,2017,3,No
E100491,2017,4,No
E100492,2022,2,No
E100492,2023,3,No
E100492,2024,3,No
E100492,2025,4,No
E100493,2021,2,No
E100493,2022,4,Yes
E100494,2023,5,No
E100494,2024,3,No
E100494,2025,5,No
E100495,2017,2,No
E100495,2018,3,No
E100495,2019,3,No
E100496,2021,4,No
E100496,2022,3,No
E100496,2023,5,No
E100496,2024,4,No
E100497,2019,4,No
E100497,2020,4,No
E100498,2019,2,Yes
E100498,2020,4,No
E100499,2017,4,No
E100499,2018,5,No
E100499,2019,3,No
E100499,2020,5,No
E100500,2021,3,No
E100500,2022,4,No
E100500,2023,4,No
E100501,2021,4,No
E100501,2022,2,No
E100501,2023,4,Yes
E100501,2024,4,No
E100502,2019,5,No
E100502,2020,5,No
E100503,2019,4,No
E100503,2020,3,No
E100504,2018,4,No
E100504,2019,3,No
E100505,2020,4,Yes
E100505,2021,4,No
E100505,2022,4,No
E100505,2023,2,No
E100506,2017,4,No
E100506,2018,3,No
E100506,2019,4,No
E100507,2023,5,Yes
E100508,2017,3,No
E100508,2018,3,No
E100508,2019,3,No
E100508,2020,4,Yes
E100509,2019,4,No
E100509,2020,2,No
E100509,2021,5,No
E100509,2022,3,No
E100510,2020,3,No
E100510,2021,3,No
E100511,2019,5,No
E100512,2018,4,No
E100513,2021,5,No
E100513,2022,5,No
E100513,2023,4,No
E100513,2024,5,No
E100514,2018,4,No
E100514,2019,4,No
E100514,2020,3,No
E100515,2017,2,No
E100516,2020,5,No
E100516,2021,5,Yes
E100516,2022,4,No
E100516,2023,4,No
E100517,2018,3,No
E100517,2019,2,No
E100517,2020,3,No
E100518,2017,3,No
E100518,2018,2,No
E100518,2019,3,No
E100519,2018,3,No
E100519,2019,4,No
E100519,2020,3,No
E100520,2020,4,No
E100520,2021,3,No
E100521,2019,2,No
E100522,2022,3,No
E100522,2023,3,No
E100522,2024,2,No
E100522,2025,3,No
E100523,2020,3,No
E100523,2021,2,No
E100523,2022,3,No
E100523,2023,2,No
E100524,2020,4,No
E100524,2021,2,No
E100524,2022,5,No
E100525,2019,2,No
E100525,2020,5,No
E100526,2018,3,No
E100526,2019,5,No
E100526,2020,2,No
E100527,2022,4,No
E100527,2023,2,No
E100527,2024,3,Yes
E100528,2023,3,No
E100529,2019,5,No
E100530,2021,4,No
E100531,2018,4,No
E100531,2019,3,No
E100531,2020,3,No
E100532,2023,4,No
E100533,2020,3,No
E100533,2021,4,No
E100533,2022,4,No
E100533,2023,4,No
E100534,2018,3,No
E100535,2022,5,No
E100535,2023,2,Yes
E100535,2024,4,Yes
E100536,2023,4,No
E100537,2021,3,No
E100537,2022,5,No
E100538,2017,2,No
E100538,2018,2,No
E100538,2019,3,No
E100538,2020,3,No
E100539,2018,5,No
E100539,2019,4,No
E100539,2020,4,No
E100540,2022,4,Yes
E100541,2018,3,No
E100542,2017,3,No
E100542,2018,3,No
E100543,2019,3,No
E100543,2020,2,No
E100543,2021,2,No
E100543,2022,5,No
E100544,2021,4,No
E100544,2022,3,Yes
E100544,2023,3,No
E100544,2024,3,No
E100545,2019,3,No
E100545,2020,3,No
E100546,2018,5,No
E100546,2019,4,No
E100546,2020,3,No
E100546,2021,5,No
E100547,2020,4,No
E100547,2021,2,No
E100547,2022,3,No
E100547,2023,3,No
E100548,2023,4,Yes
E100549,2017,2,No
E100549,2018,4,No
E100549,2019,3,Yes
E100549,2020,4,No
E100550,2020,3,No
E100551,2017,4,Yes
E100551,2018,3,No
E100551,2019,4,No
E100552,2020,3,No
E100553,2020,4,Yes
E100553,2021,3,No
E100553,2022,4,No
E100553,2023,3,No
E100554,2022,3,No
E100554,2023,4,No
E100555,2017,3,No
E100555,2018,4,No
E100555,2019,4,Yes
E100556,2022,5,No
E100557,2023,4,No
E100557,2024,3,No
E100557,2025,3,No
E100558,2018,5,No
E100558,2019,4,No
E100558,2020,5,Yes
E100558,2021,4,No
E100559,2020,3,Yes
E100560,2021,3,No
E100560,2022,4,No
E100560,2023,4,No
E100560,2024,4,No
E100561,2018,3,No
E100561,2019,4,No
E100562,2020,4,No
E100562,2021,3,No
E100562,2022,3,No
E100562,2023,4,No
E100563,2017,3,No
E100563,2018,3,No
E100564,2018,4,Yes
E100564,2019,3,No
E100564,2020,3,No
E100564,2021,4,No
E100565,2022,3,No
E100565,2023,2,No
E100566,2022,5,No
E100566,2023,4,Yes
E100566,2024,4,No
E100567,2017,4,No
E100567,2018,2,No
E100567,2019,4,No
E100567,2020,4,No
E100568,2022,4,Yes
E100568,2023,3,No
E100568,2024,3,No
E100568,2025,3,No
E100569,2017,4,No
E100570,2018,5,No
E100570,2019,4,Yes
E100570,2020,4,No
E100571,2017,4,No
E100571,2018,3,No
E100571,2019,2,No
E100572,2022,4,Yes
E100572,2023,3,No
E100572,2024,3,Yes
E100572,2025,2,Yes
E100573,2018,5,No
E100573,2019,4,No
E100573,2020,2,No
E100574,2018,4,Yes
E100575,2019,4,No
E100576,2018,3,No
E100576,2019,4,No
E100576,2020,2,No
E100576,2021,3,No
E100577,2018,3,No
E100577,2019,5,No
E100577,2020,3,No
E100577,2021,3,No
E100578,2020,5,No
E100578,2021,2,No
E100579,2021,3,Yes
E100579,2022,4,No
E100579,2023,4,No
E100579,2024,3,Yes
E100580,2022,4,No
E100580,2023,5,No
E100580,2024,4,No
E100580,2025,3,No
E100581,2019,4,Yes
E100581,2020,2,No
E100581,2021,4,No
E100581,2022,3,No
E100582,2023,3,No
E100582,2024,3,No
E100582,2025,3,No
E100582,2026,3,No
E100583,2022,5,No
E100584,2023,5,No
E100584,2024,4,No
E100585,2022,3,No
E100585,2023,4,No
E100585,2024,4,No
E100586,2019,4,No
E100586,2020,4,Yes
E100586,2021,5,No
E100586,2022,4,No
E100587,2021,4,No
E100587,2022,2,No
E100587,2023,4,No
E100587,2024,3,No
E100588,2019,5,No
E100589,2023,4,No
E100589,2024,4,Yes
E100589,2025,5,No
E100590,2021,5,No
E100590,2022,3,No
E100590,2023,2,No
E100590,2024,3,No
E100591,2019,3,No
E100591,2020,3,No
E100591,2021,4,No
E100592,2020,3,No
E100592,2021,3,No
E100592,2022,4,No
E100592,2023,3,No
E100593,2018,4,Yes
E100593,2019,2,No
E100594,2019,4,Yes
E100594,2020,2,Yes
E100594,2021,2,No
E100594,2022,3,Yes
E100595,2021,3,Yes
E100596,2021,3,No
E100596,2022,3,No
E100596,2023,4,No
E100596,2024,4,No
E100597,2021,4,No
E100597,2022,2,No
E100597,2023,2,No
E100597,2024,3,Yes
E100598,2019,2,No
E100598,2020,3,No
E100599,2019,4,Yes
E100599,2020,5,No
E100599,2021,3,No
E100599,2022,5,No
E100600,2019,4,No
E100600,2020,3,No
E100600,2021,5,No
E100600,2022,5,Yes
E100601,2021,5,No
E100602,2021,3,No
E100602,2022,3,No
E100603,2022,5,No
E100604,2017,4,No
E100605,2018,4,No
E100605,2019,3,Yes
E100606,2022,3,No
E100607,2022,2,No
E100608,2020,3,No
E100608,2021,5,No
E100608,2022,2,No
E100609,2017,4,No
E100609,2018,4,Yes
E100610,2017,4,No
E100610,2018,2,No
E100611,2021,4,No
E100611,2022,3,No
E100611,2023,3,No
E100612,2020,5,No
E100613,2018,4,No
E100613,2019,3,No
E100613,2020,3,Yes
E100614,2021,4,No
E100615,2022,3,No
E100615,2023,4,No
E100616,2019,5,No
E100616,2020,4,No
E100616,2021,2,No
E100616,2022,5,Yes
E100617,2017,4,No
E100617,2018,4,No
E100617,2019,3,Yes
E100618,2019,4,Yes
E100619,2023,3,Yes
E100619,2024,3,No
E100620,2017,3,No
E100620,2018,4,No
E100620,2019,5,No
E100620,2020,3,No
E100621,2023,3,No
E100621,2024,3,No
E100621,2025,5,Yes
E100622,2021,3,No
E100622,2022,4,No
E100623,2022,4,No
E100624,2023,3,No
E100624,2024,3,No
E100624,2025,2,No
E100625,2019,4,Yes
E100626,2023,5,No
E100627,2022,3,No
E100627,2023,3,No
E100628,2020,5,No
E100629,2023,3,Yes
E100629,2024,3,Yes
E100629,2025,5,No
E100629,2026,4,No
E100630,2018,4,No
E100630,2019,3,No
E100631,2020,5,No
E100631,2021,2,Yes
E100631,2022,4,No
E100631,2023,3,No
E100632,2023,4,No
E100632,2024,5,No
E100632,2025,3,No
E100633,2018,4,No
E100633,2019,5,No
E100634,2021,2,No
E100634,2022,3,No
E100634,2023,5,No
E100635,2019,3,No
E100635,2020,5,No
E100635,2021,2,No
E100635,2022,4,No
E100636,2019,3,No
E100637,2020,3,No
E100637,2021,3,Yes
E100637,2022,2,No
E100637,2023,4,No
E100638,2019,2,No
E100638,2020,4,No
E100638,2021,4,No
E100639,2023,5,No
E100639,2024,4,No
E100639,2025,4,No
E100639,2026,4,No
E100640,2017,3,No
E100640,2018,3,No
E100640,2019,4,No
E100640,2020,3,No
E100641,2021,3,No
E100641,2022,2,No
E100641,2023,3,No
E100641,2024,4,No
E100642,2022,4,No
E100642,2023,2,No
E100642,2024,3,No
E100643,2017,5,No
E100644,2022,5,No
E100645,2017,4,No
E100645,2018,4,Yes
E100645,2019,5,Yes
E100645,2020,3,Yes
E100646,2022,3,No
E100647,2018,4,No
E100647,2019,3,No
E100647,2020,5,No
E100647,2021,3,No
E100648,2022,4,No
E100648,2023,4,No
E100649,2020,4,No
E100649,2021,4,No
E100650,2022,4,Yes
E100650,2023,3,No
E100650,2024,4,No
E100651,2021,3,Yes
E100651,2022,4,No
E100651,2023,4,No
E100652,2023,3,No
E100652,2024,4,No
E100652,2025,2,No
E100653,2020,2,No
E100653,2021,3,Yes
E100653,2022,4,No
E100654,2022,5,No
E100655,2020,3,No
E100655,2021,3,No
E100655,2022,4,No
E100656,2018,2,No
E100656,2019,2,No
E100657,2022,3,No
E100657,2023,4,No
E100657,2024,2,No
E100657,2025,4,Yes
E100658,2022,5,Yes
E100658,2023,3,No
E100658,2024,4,No
E100658,2025,4,No
E100659,2021,5,No
E100659,2022,2,No
E100659,2023,4,No
E100659,2024,4,No
E100660,2018,2,No
E100660,2019,3,No
E100661,2021,5,No
E100661,2022,4,No
E100661,2023,3,No
E100661,2024,2,No
E100662,2022,2,No
E100662,2023,5,No
E100662,2024,5,No
E100662,2025,4,No
E100663,2018,4,No
E100663,2019,4,No
E100663,2020,2,Yes
E100663,2021,3,No
E100664,2023,3,No
E100664,2024,3,No
E100664,2025,2,No
E100665,2023,3,No
E100665,2024,3,No
E100666,2019,2,No
E100666,2020,2,No
E100667,2017,4,No
E100668,2017,3,No
E100668,2018,3,No
E100668,2019,2,No
E100669,2018,4,No
E100670,2018,3,Yes
E100670,2019,2,No
E100670,2020,4,No
E100670,2021,4,No
E100671,2018,3,No
E100672,2020,5,No
E100672,2021,4,No
E100672,2022,3,No
E100673,2018,3,Yes
E100673,2019,4,No
E100673,2020,5,No
E100673,2021,3,No
E100674,2023,5,No
E100674,2024,4,No
E100674,2025,2,No
E100675,2023,3,No
E100675,2024,3,No
E100675,2025,4,No
E100676,2017,4,No
E100676,2018,3,No
E100676,2019,5,No
E100676,2020,3,No
E100677,2017,3,No
E100678,2023,2,No
E100678,2024,4,No
E100678,2025,3,No
E100679,2019,5,No
E100679,2020,4,No
E100679,2021,5,No
E100680,2018,4,No
E100680,2019,4,No
E100680,2020,4,No
E100680,2021,4,Yes
E100681,2018,4,No
E100682,2020,4,No
E100682,2021,3,No
E100682,2022,5,No
E100682,2023,3,Yes
E100683,2020,3,No
E100683,2021,4,No
E100683,2022,2,No
E100683,2023,5,No
E100684,2019,3,No
E100685,2019,4,No
E100686,2017,3,No
E100686,2018,3,No
E100686,2019,5,No
E100687,2021,3,No
E100688,2020,3,No
E100688,2021,4,No
E100689,2021,5,No
E100689,2022,2,No
E100690,2017,3,No
E100690,2018,4,No
E100690,2019,4,No
E100691,2023,2,No
E100692,2017,3,No
E100693,2019,3,Yes
E100694,2022,2,No
E100695,2020,3,No
E100696,2019,5,No
E100697,2020,4,No
E100698,2019,2,No
E100699,2022,2,No
E100699,2023,3,Yes
E100700,2021,3,No
E100700,2022,3,No
E100700,2023,3,No
E100701,2017,5,No
E100702,2019,4,No
E100702,2020,3,Yes
E100703,2021,3,No
E100703,2022,5,No
E100704,2022,2,No
E100705,2018,4,Yes
E100705,2019,3,No
E100706,2019,3,No
E100706,2020,3,No
E100706,2021,4,No
E100706,2022,5,No
E100707,2019,4,No
E100707,2020,4,No
E100708,2020,4,No
E100708,2021,4,No
E100708,2022,3,No
E100708,2023,5,No
E100709,2023,2,No
E100709,2024,4,No
E100710,2021,2,No
E100710,2022,3,No
E100710,2023,3,Yes
E100711,2021,4,No
E100711,2022,3,Yes
E100712,2017,2,No
E100712,2018,4,No
E100712,2019,4,Yes
E100712,2020,2,No
E100713,2017,4,No
E100714,2018,4,No
E100714,2019,5,No
E100715,2023,2,No
E100715,2024,2,No
E100715,2025,3,No
E100716,2017,4,No
E100716,2018,4,No
E100717,2023,3,No
E100717,2024,3,No
E100718,2022,3,No
E100718,2023,5,No
E100718,2024,2,No
E100719,2023,4,No
E100720,2020,4,No
E100720,2021,4,No
E100721,2022,3,No
E100721,2023,5,Yes
E100721,2024,5,No
E100721,2025,4,Yes
E100722,2023,2,No
E100723,2023,4,No
E100723,2024,4,No
E100724,2021,4,No
E100724,2022,5,No
E100724,2023,4,No
E100725,2017,3,No
E100725,2018,3,No
E100725,2019,4,No
E100726,2019,4,Yes
E100726,2020,3,Yes
E100726,2021,2,No
E100727,2021,4,Yes
E100727,2022,5,Yes
E100727,2023,2,No
E100727,2024,4,Yes
E100728,2022,2,No
E100728,2023,4,No
E100728,2024,5,No
E100728,2025,5,Yes
E100729,2021,5,No
E100729,2022,4,No
E100729,2023,3,No
E100729,2024,2,No
E100730,2019,5,No
E100730,2020,5,No
E100730,2021,3,No
E100731,2018,5,No
E100732,2017,3,No
E100732,2018,2,No
E100732,2019,4,No
E100732,2020,5,No
E100733,2020,3,No
E100733,2021,4,No
E100733,2022,3,No
E100734,2017,3,No
E100735,2018,4,No
E100735,2019,4,No
E100735,2020,5,No
E100736,2017,4,No
E100736,2018,2,No
E100736,2019,4,Yes
E100736,2020,3,No
E100737,2021,2,No
E100737,2022,2,No
E100737,2023,3,No
E100737,2024,4,No
E100738,2017,4,No
E100738,2018,5,No
E100738,2019,3,No
E100738,2020,3,No
E100739,2023,4,No
E100740,2022,4,No
E100741,2020,4,No
E100741,2021,3,No
E100742,2022,2,No
E100742,2023,3,No
E100743,2017,3,No
E100743,2018,4,No
E100743,2019,3,No
E100743,2020,3,No
E100744,2019,2,No
E100744,2020,4,No
E100744,2021,5,No
E100744,2022,3,No
E100745,2021,3,No
E100746,2023,2,No
E100746,2024,3,No
E100746,2025,5,No
E100746,2026,2,No
E100747,2021,3,No
E100747,2022,2,No
E100748,2019,3,Yes
E100748,2020,4,Yes
E100748,2021,5,No
E100749,2023,4,No
E100749,2024,4,No
E100749,2025,5,No
E100750,2022,2,No
E100750,2023,4,No
E100750,2024,4,No
E100750,2025,5,No
E100751,2023,2,No
E100751,2024,5,No
E100751,2025,3,No
E100752,2018,3,No
E100752,2019,5,No
E100752,2020,3,No
E100753,2021,5,Yes
E100754,2020,3,Yes
E100754,2021,2,No
E100754,2022,3,No
E100755,2018,3,No
E100755,2019,4,Yes
E100755,2020,3,No
E100756,2023,4,No
E100756,2024,3,No
E100756,2025,3,No
E100756,2026,3,Yes
E100757,2018,2,No
E100757,2019,2,No
E100757,2020,3,No
E100757,2021,3,No
E100758,2021,3,No
E100758,2022,3,No
E100758,2023,4,No
E100758,2024,3,Yes
E100759,2017,3,No
E100760,2018,4,No
E100760,2019,4,No
E100761,2017,2,No
E100761,2018,4,No
E100762,2021,4,Yes
E100762,2022,3,No
E100763,2019,2,No
E100764,2018,4,No
E100764,2019,3,No
E100764,2020,4,Yes
E100764,2021,3,No
E100765,2017,3,No
E100765,2018,5,No
E100765,2019,3,No
E100765,2020,2,Yes
E100766,2019,4,No
E100767,2020,3,No
E100767,2021,4,No
E100767,2022,5,No
E100767,2023,4,No
E100768,2022,4,No
E100768,2023,3,No
E100769,2023,2,No
E100770,2023,4,No
E100770,2024,3,No
E100770,2025,4,No
E100770,2026,3,No
E100771,2020,4,No
E100772,2017,3,Yes
E100772,2018,4,No
E100773,2023,3,No
E100773,2024,3,Yes
E100773,2025,4,Yes
E100774,2018,3,Yes
E100774,2019,4,No
E100775,2020,3,No
E100775,2021,3,No
E100775,2022,4,No
E100776,2019,4,No
E100777,2020,4,No
E100777,2021,4,No
E100778,2020,4,No
E100779,2020,4,No
E100779,2021,4,No
E100779,2022,3,Yes
E100780,2022,5,No
E100780,2023,2,No
E100780,2024,2,No
E100780,2025,3,No
E100781,2021,3,No
E100781,2022,3,No
E100782,2023,4,No
E100783,2019,2,No
E100783,2020,4,No
E100784,2018,4,No
E100785,2022,3,No
E100785,2023,4,Yes
E100785,2024,3,No
E100785,2025,2,No
E100786,2019,3,No
E100786,2020,3,Yes
E100786,2021,2,No
E100787,2020,4,No
E100787,2021,2,No
E100787,2022,3,No
E100787,2023,4,No
E100788,2017,3,No
E100788,2018,5,No
E100789,2018,2,No
E100789,2019,3,No
E100789,2020,3,No
E100790,2021,5,No
E100790,2022,4,No
E100791,2022,4,No
E100791,2023,3,No
E100791,2024,4,No
E100792,2022,4,Yes
E100792,2023,4,No
E100792,2024,4,No
E100793,2019,4,No
E100793,2020,3,No
E100793,2021,4,No
E100793,2022,3,No
E100794,2023,2,No
E100795,2022,4,No
E100795,2023,3,No
E100796,2017,3,Yes
E100796,2018,4,No
E100797,2017,4,No
E100798,2022,4,No
E100798,2023,4,No
E100799,2019,5,Yes
E100800,2019,4,No
E100801,2018,3,No
E100801,2019,5,Yes
E100802,2017,5,No
E100803,2020,4,No
E100804,2017,4,No
E100805,2020,3,No
E100805,2021,4,No
E100805,2022,5,No
E100805,2023,3,No
E100806,2020,3,No
E100806,2021,2,No
E100807,2020,3,No
E100807,2021,3,No
E100807,2022,4,No
E100807,2023,2,No
E100808,2021,4,No
E100808,2022,3,Yes
E100808,2023,4,No
E100809,2023,5,No
E100809,2024,2,No
E100809,2025,3,No
E100810,2018,4,No
E100810,2019,3,No
E100811,2018,4,No
E100811,2019,2,Yes
E100811,2020,5,No
E100811,2021,3,No
E100812,2019,4,No
E100812,2020,2,No
E100813,2021,4,No
E100814,2023,4,No
E100815,2023,5,No
E100815,2024,5,No
E100815,2025,3,No
E100816,2018,2,No
E100816,2019,3,Yes
E100817,2023,3,No
E100817,2024,4,No
E100817,2025,3,No
E100817,2026,2,No
E100818,2019,4,No
E100818,2020,3,No
E100819,2020,2,Yes
E100819,2021,3,No
E100819,2022,2,No
E100820,2023,4,No
E100820,2024,3,Yes
E100821,2022,2,No
E100821,2023,3,No
E100821,2024,2,No
E100821,2025,5,No
E100822,2020,2,No
E100822,2021,5,No
E100823,2022,2,No
E100824,2020,5,No
E100824,2021,4,Yes
E100824,2022,3,No
E100824,2023,4,No
E100825,2019,4,No
E100825,2020,3,No
E100825,2021,2,No
E100826,2019,3,Yes
E100827,2023,5,No
E100827,2024,3,No
E100827,2025,4,No
E100827,2026,2,No
E100828,2022,5,Yes
E100828,2023,3,No
E100828,2024,2,No
E100829,2018,4,No
E100830,2022,3,Yes
E100830,2023,2,No
E100830,2024,3,No
E100831,2019,4,No
E100831,2020,2,No
E100832,2022,3,No
E100832,2023,4,No
E100833,2017,3,No
E100833,2018,3,No
E100833,2019,5,No
E100833,2020,5,No
E100834,2019,4,No
E100835,2018,3,No
E100835,2019,5,No
E100836,2018,5,No
E100836,2019,4,No
E100837,2019,2,No
E100837,2020,4,Yes
E100837,2021,5,No
E100838,2023,4,No
E100838,2024,3,No
E100838,2025,5,No
E100839,2020,2,No
E100840,2019,5,Yes
E100840,2020,4,No
E100840,2021,3,No
E100840,2022,4,No
E100841,2022,2,No
E100841,2023,3,No
E100842,2022,4,No
E100842,2023,5,No
E100842,2024,2,No
E100842,2025,4,No
E100843,2021,4,No
E100843,2022,3,No
E100843,2023,3,No
E100844,2023,3,No
E100844,2024,2,No
E100844,2025,4,No
E100844,2026,3,Yes
E100845,2020,2,No
E100845,2021,3,No
E100845,2022,4,Yes
E100846,2022,5,No
E100846,2023,4,Yes
E100846,2024,4,No
E100847,2021,5,No
E100847,2022,3,Yes
E100847,2023,4,No
E100848,2021,4,No
E100848,2022,3,No
E100849,2018,4,No
E100849,2019,4,No
E100850,2018,4,No
E100850,2019,5,No
E100850,2020,4,No
E100851,2023,3,No
E100851,2024,4,No
E100851,2025,3,No
E100851,2026,3,Yes
E100852,2017,3,No
E100852,2018,5,No
E100853,2018,4,No
E100853,2019,2,No
E100854,2017,3,No
E100854,2018,3,Yes
E100855,2021,3,No
E100855,2022,3,No
E100856,2021,2,No
E100857,2019,2,No
E100857,2020,3,No
E100857,2021,4,No
E100858,2019,4,No
E100858,2020,4,No
E100858,2021,5,No
E100858,2022,3,No
E100859,2017,2,No
E100859,2018,4,No
E100859,2019,5,No
E100859,2020,2,No
E100860,2017,3,No
E100861,2018,3,Yes
E100862,2021,4,No
E100862,2022,2,No
E100862,2023,4,No
E100863,2022,3,No
E100864,2020,2,No
E100865,2023,5,No
E100865,2024,2,No
E100865,2025,2,No
E100866,2017,4,Yes
E100867,2021,2,No
E100867,2022,3,No
E100868,2022,3,No
E100868,2023,3,No
E100869,2023,4,No
E100870,2020,4,No
E100870,2021,3,No
E100871,2017,3,No
E100871,2018,4,No
E100871,2019,3,Yes
E100872,2017,4,No
E100872,2018,4,No
E100872,2019,3,No
E100872,2020,3,No
E100873,2019,4,No
E100873,2020,4,No
E100874,2020,3,Yes
E100874,2021,4,No
E100875,2023,3,No
E100875,2024,4,Yes
E100876,2018,5,No
E100877,2023,3,No
E100877,2024,2,No
E100877,2025,2,No
E100878,2021,3,No
E100878,2022,4,No
E100879,2017,3,No
E100880,2019,2,No
E100880,2020,3,No
E100880,2021,2,No
E100880,2022,2,Yes
E100881,2021,2,No
E100881,2022,3,No
E100882,2017,4,No
E100882,2018,2,No
E100882,2019,3,No
E100883,2019,3,No
E100883,2020,4,No
E100883,2021,3,No
E100883,2022,3,Yes
E100884,2021,4,No
E100884,2022,3,No
E100884,2023,3,No
E100884,2024,2,No
E100885,2017,3,No
E100886,2017,4,No
E100887,2019,3,No
E100888,2021,2,No
E100888,2022,3,Yes
E100889,2023,5,No
E100890,2021,5,No
E100890,2022,2,No
E100890,2023,3,No
E100891,2021,2,No
E100891,2022,5,No
E100891,2023,2,No
E100892,2018,5,No
E100892,2019,3,No
E100893,2023,3,No
E100893,2024,4,No
E100893,2025,3,No
E100893,2026,2,No
E100894,2023,4,No
E100894,2024,2,No
E100895,2017,4,Yes
E100895,2018,3,No
E100895,2019,3,Yes
E100896,2022,3,No
E100897,2023,2,No
E100897,2024,3,No
E100897,2025,4,No
E100898,2017,3,No
E100898,2018,4,No
E100898,2019,5,No
E100899,2017,5,No
E100899,2018,3,No
E100899,2019,5,No
E100900,2020,2,No
E100900,2021,4,No
E100901,2022,5,No
E100901,2023,5,No
E100902,2023,3,No
E100903,2021,3,No
E100903,2022,3,No
E100904,2017,4,No
E100904,2018,4,No
E100905,2019,3,No
E100905,2020,4,No
E100905,2021,4,No
E100906,2022,4,No
E100906,2023,3,No
E100906,2024,4,No
E100907,2022,4,No
E100908,2021,3,Yes
E100908,2022,5,No
E100909,2017,3,No
E100910,2019,4,No
E100911,2019,2,No
E100911,2020,3,No
E100912,2020,2,No
E100912,2021,3,No
E100913,2022,3,No
E100913,2023,4,No
E100913,2024,4,No
E100913,2025,5,No
E100914,2022,4,No
E100915,2020,3,No
E100915,2021,3,No
E100916,2021,4,No
E100916,2022,4,No
E100917,2021,4,No
E100917,2022,3,No
E100917,2023,4,No
E100918,2019,4,No
E100919,2022,4,No
E100920,2022,2,No
E100920,2023,4,No
E100920,2024,5,No
E100921,2022,4,No
E100921,2023,3,No
E100921,2024,2,No
E100921,2025,4,No
E100922,2022,4,No
E100922,2023,3,No
E100922,2024,3,No
E100922,2025,3,No
E100923,2023,4,Yes
E100923,2024,4,No
E100923,2025,3,No
E100924,2017,4,No
E100924,2018,4,No
E100924,2019,5,No
E100924,2020,4,No
E100925,2022,3,No
E100926,2017,3,No
E100926,2018,3,No
E100926,2019,3,No
E100927,2020,4,No
E100928,2020,4,No
E100928,2021,2,Yes
E100929,2021,3,No
E100929,2022,4,No
E100929,2023,3,Yes
E100930,2018,2,Yes
E100931,2020,2,No
E100931,2021,5,Yes
E100932,2018,3,No
E100932,2019,3,No
E100933,2020,4,No
E100933,2021,4,No
E100934,2017,4,Yes
E100934,2018,5,No
E100935,2021,5,No
E100935,2022,3,No
E100936,2019,2,No
E100936,2020,2,No
E100937,2017,4,No
E100938,2022,4,Yes
E100938,2023,4,No
E100939,2021,4,No
E100939,2022,4,No
E100939,2023,4,No
E100940,2019,3,No
E100940,2020,3,No
E100940,2021,4,No
E100941,2019,4,No
E100941,2020,4,No
E100941,2021,4,Yes
E100942,2021,5,No
E100942,2022,3,No
E100942,2023,2,No
E100942,2024,4,No
E100943,2019,4,No
E100943,2020,4,Yes
E100944,2021,3,No
E100945,2021,4,No
E100946,2017,3,No
E100947,2022,2,No
E100948,2017,4,No
E100949,2019,3,No
E100949,2020,4,No
E100949,2021,3,Yes
E100949,2022,4,Yes
E100950,2018,3,No
E100950,2019,3,No
E100951,2020,3,No
E100951,2021,4,No
E100951,2022,5,No
E100951,2023,4,No
E100952,2017,3,No
E100952,2018,3,Yes
E100953,2020,4,No
E100953,2021,2,No
E100953,2022,5,No
E100954,2018,3,No
E100955,2020,5,No
E100955,2021,3,Yes
E100955,2022,3,No
E100956,2020,4,No
E100957,2022,3,No
E100957,2023,3,No
E100957,2024,2,No
E100957,2025,3,Yes
E100958,2020,4,No
E100958,2021,4,No
E100958,2022,3,Yes
E100959,2019,4,No
E100960,2019,4,No
E100960,2020,3,No
E100961,2017,2,No
E100961,2018,4,No
E100961,2019,2,No
E100961,2020,3,No
E100962,2021,4,No
E100962,2022,3,No
E100963,2022,3,No
E100964,2021,3,No
E100964,2022,5,No
E100964,2023,4,No
E100965,2021,3,No
E100965,2022,5,No
E100965,2023,3,No
E100965,2024,2,No
E100966,2021,2,No
E100966,2022,2,No
E100966,2023,4,No
E100967,2020,3,Yes
E100967,2021,4,No
E100968,2018,3,No
E100968,2019,4,No
E100968,2020,2,No
E100968,2021,4,No
E100969,2021,4,No
E100969,2022,4,Yes
E100970,2020,3,No
E100970,2021,3,No
E100971,2021,4,No
E100971,2022,5,No
E100971,2023,3,No
E100971,2024,4,No
E100972,2019,5,No
E100972,2020,4,No
E100972,2021,5,Yes
E100972,2022,4,No
E100973,2017,2,Yes
E100974,2020,2,No
E100974,2021,5,No
E100974,2022,4,Yes
E100974,2023,2,No
E100975,2019,4,No
E100975,2020,3,No
E100975,2021,4,No
E100975,2022,5,No
E100976,2023,5,Yes
E100976,2024,3,No
E100976,2025,3,Yes
E100976,2026,3,No
E100977,2020,4,No
E100978,2017,4,Yes
E100979,2021,4,No
E100979,2022,5,No
E100979,2023,3,No
E100979,2024,2,No
E100980,2017,2,No
E100980,2018,4,Yes
E100980,2019,3,No
E100981,2017,5,No
E100981,2018,5,No
E100982,2018,4,No
E100982,2019,2,No
E100983,2022,4,No
E100983,2023,2,No
E100983,2024,3,No
E100984,2018,4,No
E100984,2019,3,No
E100984,2020,2,No
E100984,2021,4,No
E100985,2018,3,No
E100985,2019,3,No
E100985,2020,5,No
E100985,2021,3,No
E100986,2017,4,No
E100986,2018,3,Yes
E100986,2019,5,No
E100986,2020,3,No
E100987,2022,4,No
E100987,2023,3,No
E100987,2024,4,No
