candidate_id,job_role,hire_date,time_to_hire,source,offer_accepted
C30495,Data Analyst,2023-09-23,36,Job Portal,Yes
C30496,Operations Analyst,2021-02-22,48,Referral,No
C30497,HR Business Partner,2022-03-23,78,Agency,Yes
C30498,HR Executive,2021-07-17,64,Job Portal,Yes
C30499,Sales Executive,2023-02-12,33,Job Portal,Yes
C30500,HR Business Partner,2022-10-08,30,Referral,Yes
C30501,Software Engineer,2023-08-26,48,Agency,No
C30502,Data Analyst,2023-08-14,21,Job Portal,Yes
C30503,Data Analyst,2021-02-24,79,Referral,Yes
C30504,Accountant,2022-11-08,24,Job Portal,Yes
C30505,Sales Executive,2023-04-16,36,Job Portal,No
C30506,Data Analyst,2022-02-18,75,Job Portal,Yes
C30507,Accountant,2022-11-25,52,Job Portal,No
C30508,QA Engineer,2021-03-13,50,Job Portal,Yes
C30509,QA Engineer,2023-05-14,78,Campus,Yes
C30510,Software Engineer,2022-10-04,32,Job Portal,Yes
C30511,Financial Analyst,2021-03-04,79,Campus,Yes
C30512,QA Engineer,2023-09-27,68,Referral,Yes
C30513,Software Engineer,2022-07-01,53,Campus,Yes
C30514,Accountant,2021-09-02,18,Job Portal,No
C30515,Financial Analyst,2023-02-24,69,Job Portal,Yes
C30516,Financial Analyst,2022-06-28,25,Referral,Yes
C30517,Accountant,2021-05-17,63,Referral,No
C30518,QA Engineer,2022-02-15,81,Job Portal,No
C30519,QA Engineer,2021-12-05,40,Campus,Yes
C30520,HR Business Partner,2021-09-02,38,Referral,Yes
C30521,Process Manager,2023-08-03,45,Campus,Yes
C30522,HR Executive,2023-07-21,45,Job Portal,No
C30523,Process Manager,2021-06-11,25,Job Portal,Yes
C30524,Software Engineer,2021-08-13,41,Referral,Yes
C30525,HR Executive,2022-04-03,16,Job Portal,Yes
C30526,HR Executive,2022-09-24,56,Job Portal,Yes
C30527,QA Engineer,2022-11-30,57,Referral,No
C30528,QA Engineer,2021-03-25,74,Referral,Yes
C30529,Data Analyst,2023-03-28,62,Agency,Yes
C30530,Operations Analyst,2022-06-21,33,Referral,Yes
C30531,Account Manager,2021-03-02,54,Job Portal,Yes
C30532,Process Manager,2021-10-27,43,Referral,No
C30533,Data Analyst,2021-11-05,73,Referral,Yes
C30534,HR Executive,2021-09-25,46,Job Portal,No
C30535,Software Engineer,2023-07-27,56,Referral,Yes
C30536,Account Manager,2021-07-12,52,Job Portal,Yes
C30537,Process Manager,2022-10-25,30,Agency,No
C30538,Operations Analyst,2022-06-10,19,Referral,Yes
C30539,QA Engineer,2021-12-02,18,Job Portal,Yes
C30540,Accountant,2023-01-10,67,Job Portal,Yes
C30541,Data Analyst,2023-11-02,51,Job Portal,Yes
C30542,Account Manager,2022-10-19,36,Job Portal,No
C30543,Account Manager,2023-09-14,72,Job Portal,No
C30544,Accountant,2023-04-04,43,Referral,No
C30545,Operations Analyst,2022-10-01,29,Job Portal,No
C30546,Data Analyst,2022-03-01,68,Job Portal,Yes
C30547,Operations Analyst,2022-11-11,77,Job Portal,Yes
C30548,Software Engineer,2023-02-15,25,Referral,Yes
C30549,HR Business Partner,2022-11-04,63,Job Portal,Yes
C30550,Account Manager,2022-06-23,59,Job Portal,Yes
C30551,Accountant,2022-05-14,33,Agency,Yes
C30552,Account Manager,2021-10-19,65,Agency,No
C30553,HR Business Partner,2022-02-20,24,Agency,No
C30554,Process Manager,2021-06-26,81,Job Portal,No
C30555,HR Executive,2021-10-06,36,Job Portal,Yes
C30556,HR Business Partner,2023-04-09,76,Referral,Yes
C30557,Process Manager,2023-01-01,54,Job Portal,No
C30558,HR Executive,2021-09-13,52,Referral,Yes
C30559,Financial Analyst,2021-04-22,19,Referral,Yes
C30560,Financial Analyst,2022-02-23,70,Referral,Yes
C30561,Process Manager,2021-02-25,33,Job Portal,No
C30562,Software Engineer,2022-06-18,46,Referral,No
C30563,Data Analyst,2021-10-05,67,Job Portal,Yes
C30564,HR Business Partner,2022-12-12,86,Referral,Yes
C30565,Software Engineer,2022-09-18,52,Job Portal,Yes
C30566,HR Executive,2023-05-19,32,Job Portal,Yes
C30567,Financial Analyst,2022-06-19,68,Referral,Yes
C30568,Data Analyst,2023-05-25,48,Referral,Yes
C30569,Accountant,2023-04-26,51,Referral,Yes
C30570,Software Engineer,2023-01-14,33,Campus,No
C30571,Accountant,2023-05-01,16,Campus,Yes
C30572,Software Engineer,2021-11-08,71,Referral,Yes
C30573,HR Executive,2021-07-23,16,Job Portal,Yes
C30574,QA Engineer,2021-07-10,87,Referral,Yes
C30575,Data Analyst,2022-07-03,29,Campus,Yes
C30576,Data Analyst,2023-05-08,34,Agency,Yes
C30577,HR Business Partner,2023-03-15,68,Job Portal,No
C30578,Operations Analyst,2021-10-15,20,Referral,Yes
C30579,Sales Executive,2022-04-25,53,Job Portal,Yes
C30580,HR Business Partner,2022-08-14,72,Referral,Yes
C30581,QA Engineer,2021-07-26,49,Referral,Yes
C30582,QA Engineer,2021-09-18,23,Job Portal,Yes
C30583,Data Analyst,2022-10-22,54,Referral,No
C30584,HR Executive,2022-12-17,38,Campus,Yes
C30585,HR Business Partner,2023-10-03,58,Job Portal,Yes
C30586,HR Executive,2021-10-23,67,Agency,Yes
C30587,Accountant,2022-01-19,82,Job Portal,No
C30588,HR Executive,2021-02-24,48,Referral,No
C30589,HR Executive,2023-08-23,67,Job Portal,No
C30590,Sales Executive,2021-06-23,41,Referral,No
C30591,Data Analyst,2021-11-05,15,Agency,No
C30592,QA Engineer,2022-06-21,79,Campus,Yes
C30593,Accountant,2022-02-16,72,Job Portal,Yes
C30594,HR Business Partner,2023-08-27,62,Job Portal,Yes
C30595,Software Engineer,2022-03-28,51,Job Portal,Yes
C30596,Account Manager,2022-07-04,32,Job Portal,No
C30597,Financial Analyst,2023-11-05,47,Referral,Yes
C30598,Process Manager,2023-08-27,20,Referral,Yes
C30599,Sales Executive,2021-05-11,58,Job Portal,Yes
C30600,Data Analyst,2021-10-17,44,Campus,Yes
C30601,Account Manager,2022-06-06,78,Campus,Yes
C30602,Sales Executive,2022-09-05,31,Campus,No
C30603,HR Executive,2022-05-28,76,Agency,Yes
C30604,Data Analyst,2021-06-07,86,Referral,Yes
C30605,Software Engineer,2023-09-16,69,Referral,Yes
C30606,Data Analyst,2023-05-01,76,Job Portal,Yes
C30607,Software Engineer,2023-04-28,69,Referral,Yes
C30608,Process Manager,2022-12-26,42,Job Portal,Yes
C30609,Financial Analyst,2022-12-31,83,Agency,Yes
C30610,HR Executive,2021-11-25,83,Campus,Yes
C30611,HR Executive,2023-04-28,44,Agency,Yes
C30612,Process Manager,2023-08-10,64,Job Portal,No
C30613,Data Analyst,2022-03-21,42,Referral,Yes
C30614,Account Manager,2022-08-30,86,Job Portal,Yes
C30615,QA Engineer,2023-03-15,36,Job Portal,No
C30616,Software Engineer,2021-05-27,65,Referral,Yes
C30617,Operations Analyst,2021-09-12,77,Campus,Yes
C30618,QA Engineer,2023-09-23,60,Job Portal,No
C30619,HR Business Partner,2021-12-18,86,Agency,Yes
C30620,Sales Executive,2022-09-19,75,Job Portal,Yes
C30621,HR Executive,2023-04-03,78,Job Portal,Yes
C30622,Financial Analyst,2021-03-04,45,Referral,Yes
C30623,HR Business Partner,2022-01-30,34,Job Portal,Yes
C30624,Process Manager,2022-10-26,82,Job Portal,Yes
C30625,HR Business Partner,2023-02-09,75,Job Portal,Yes
C30626,Financial Analyst,2023-06-21,61,Referral,No
C30627,Data Analyst,2022-06-03,37,Job Portal,Yes
C30628,HR Executive,2022-08-20,23,Referral,Yes
C30629,Software Engineer,2023-08-15,19,Job Portal,No
C30630,QA Engineer,2021-10-26,61,Job Portal,Yes
C30631,Sales Executive,2023-02-24,74,Agency,Yes
C30632,QA Engineer,2021-11-07,82,Referral,Yes
C30633,Software Engineer,2021-12-23,15,Referral,Yes
C30634,Software Engineer,2021-07-02,51,Referral,Yes
C30635,QA Engineer,2022-02-14,16,Campus,Yes
C30636,Operations Analyst,2023-09-07,72,Job Portal,Yes
C30637,HR Business Partner,2021-05-05,18,Referral,Yes
C30638,Software Engineer,2022-04-27,36,Referral,Yes
C30639,Sales Executive,2022-02-15,25,Referral,Yes
C30640,Financial Analyst,2021-11-03,24,Job Portal,Yes
C30641,Account Manager,2021-11-13,59,Referral,Yes
C30642,QA Engineer,2021-06-12,49,Referral,Yes
C30643,Account Manager,2021-02-17,84,Referral,Yes
C30644,Software Engineer,2021-11-29,65,Agency,Yes
C30645,Sales Executive,2022-10-21,43,Job Portal,Yes
C30646,HR Executive,2023-10-06,46,Job Portal,Yes
C30647,QA Engineer,2023-01-19,23,Agency,Yes
C30648,QA Engineer,2023-05-27,16,Job Portal,No
C30649,Software Engineer,2023-01-17,67,Referral,No
C30650,Data Analyst,2021-06-13,23,Job Portal,Yes
C30651,Process Manager,2022-10-26,19,Job Portal,No
C30652,Account Manager,2022-11-23,84,Job Portal,No
C30653,Data Analyst,2021-10-24,23,Job Portal,No
C30654,HR Business Partner,2023-03-15,74,Referral,Yes
C30655,Data Analyst,2023-01-15,67,Referral,No
C30656,Financial Analyst,2023-01-15,40,Referral,Yes
C30657,Process Manager,2023-02-12,88,Job Portal,Yes
C30658,Operations Analyst,2022-06-20,50,Job Portal,Yes
C30659,HR Executive,2021-06-12,23,Campus,Yes
C30660,HR Business Partner,2022-07-31,18,Job Portal,Yes
C30661,Software Engineer,2021-10-29,27,Referral,Yes
C30662,Operations Analyst,2023-09-05,44,Job Portal,Yes
C30663,HR Executive,2021-04-10,81,Agency,Yes
C30664,HR Business Partner,2021-11-03,83,Referral,Yes
C30665,HR Executive,2023-03-14,45,Referral,Yes
C30666,Sales Executive,2022-02-02,66,Referral,No
C30667,HR Executive,2022-01-10,88,Referral,Yes
C30668,Account Manager,2021-04-13,72,Agency,Yes
C30669,QA Engineer,2021-04-02,34,Referral,No
C30670,QA Engineer,2023-09-05,59,Job Portal,Yes
C30671,Operations Analyst,2021-08-13,66,Agency,Yes
C30672,HR Business Partner,2021-05-30,21,Referral,Yes
C30673,Data Analyst,2021-05-29,54,Campus,Yes
C30674,Process Manager,2023-09-26,58,Referral,Yes
C30675,Operations Analyst,2022-10-09,32,Job Portal,Yes
C30676,HR Executive,2022-08-16,88,Referral,Yes
C30677,Sales Executive,2023-05-12,83,Campus,Yes
C30678,Data Analyst,2021-09-25,25,Campus,No
C30679,Operations Analyst,2021-07-29,21,Job Portal,Yes
C30680,Process Manager,2023-10-31,22,Agency,No
C30681,Process Manager,2023-08-30,40,Referral,Yes
C30682,HR Executive,2022-07-12,53,Job Portal,Yes
C30683,Sales Executive,2021-10-28,79,Referral,Yes
C30684,Data Analyst,2021-11-05,38,Referral,Yes
C30685,Data Analyst,2022-11-07,32,Referral,Yes
C30686,Accountant,2023-06-17,35,Job Portal,Yes
C30687,Process Manager,2023-06-21,72,Referral,Yes
C30688,Operations Analyst,2021-09-07,24,Job Portal,No
C30689,Software Engineer,2021-10-26,54,Job Portal,No
C30690,Operations Analyst,2023-05-04,57,Job Portal,Yes
C30691,Sales Executive,2021-07-16,43,Job Portal,Yes
C30692,Operations Analyst,2023-04-21,77,Campus,Yes
C30693,Financial Analyst,2022-10-31,19,Job Portal,Yes
C30694,Financial Analyst,2021-07-24,45,Job Portal,Yes
C30695,Operations Analyst,2023-02-22,17,Job Portal,No
C30696,Financial Analyst,2021-05-27,59,Campus,Yes
C30697,Process Manager,2021-10-12,89,Job Portal,No
C30698,Account Manager,2023-06-13,87,Job Portal,Yes
C30699,QA Engineer,2023-02-26,33,Agency,Yes
C30700,HR Executive,2021-03-28,16,Job Portal,Yes
C30701,HR Business Partner,2022-01-02,57,Agency,No
C30702,Operations Analyst,2021-02-14,34,Referral,Yes
C30703,Data Analyst,2022-05-22,57,Job Portal,Yes
C30704,HR Executive,2023-02-23,42,Referral,Yes
C30705,Accountant,2021-03-19,23,Referral,Yes
C30706,Process Manager,2023-03-19,87,Job Portal,Yes
C30707,Process Manager,2021-05-17,18,Job Portal,No
C30708,Accountant,2021-03-05,31,Referral,No
C30709,Accountant,2021-04-17,83,Job Portal,Yes
C30710,Data Analyst,2021-06-25,58,Job Portal,Yes
C30711,Operations Analyst,2022-03-31,84,Job Portal,Yes
C30712,Operations Analyst,2022-10-13,21,Campus,No
C30713,HR Executive,2023-07-02,69,Referral,Yes
C30714,QA Engineer,2022-10-06,32,Campus,Yes
C30715,Accountant,2022-12-06,24,Campus,Yes
C30716,Sales Executive,2021-11-16,43,Referral,Yes
C30717,HR Business Partner,2023-08-05,62,Referral,Yes
C30718,HR Business Partner,2022-01-11,82,Referral,Yes
C30719,Accountant,2021-11-09,30,Agency,Yes
C30720,Accountant,2021-11-08,40,Campus,Yes
C30721,Software Engineer,2023-08-01,63,Referral,Yes
C30722,Data Analyst,2023-01-02,69,Agency,No
C30723,QA Engineer,2022-05-18,80,Referral,Yes
C30724,Process Manager,2022-10-24,39,Agency,Yes
C30725,Software Engineer,2021-08-14,15,Job Portal,Yes
C30726,Account Manager,2021-05-22,21,Referral,Yes
C30727,Sales Executive,2021-10-18,44,Referral,Yes
C30728,HR Executive,2022-08-15,21,Job Portal,No
C30729,Sales Executive,2023-03-16,30,Referral,No
C30730,Sales Executive,2023-04-15,33,Job Portal,Yes
C30731,Financial Analyst,2022-09-28,17,Referral,No
C30732,Operations Analyst,2021-09-16,42,Job Portal,No
C30733,HR Executive,2022-01-11,50,Campus,Yes
C30734,Operations Analyst,2023-04-05,87,Campus,Yes
C30735,Financial Analyst,2023-09-28,16,Campus,Yes
C30736,HR Executive,2021-11-25,34,Referral,No
C30737,Accountant,2021-11-24,21,Job Portal,Yes
C30738,Data Analyst,2022-02-26,89,Referral,Yes
C30739,Process Manager,2023-09-12,23,Job Portal,Yes
C30740,Financial Analyst,2023-10-14,25,Referral,No
C30741,Accountant,2023-02-13,52,Campus,Yes
C30742,Data Analyst,2021-03-24,80,Job Portal,No
C30743,Data Analyst,2021-03-17,71,Agency,Yes
C30744,Financial Analyst,2022-09-24,21,Campus,No
C30745,Process Manager,2023-02-18,76,Job Portal,Yes
C30746,HR Executive,2022-01-03,72,Referral,Yes
C30747,Sales Executive,2023-08-22,79,Referral,Yes
C30748,Financial Analyst,2022-07-12,79,Job Portal,Yes
C30749,Operations Analyst,2022-04-03,48,Campus,Yes
C30750,Process Manager,2021-11-27,56,Agency,No
C30751,HR Executive,2023-07-14,52,Referral,Yes
C30752,QA Engineer,2023-01-22,47,Job Portal,Yes
C30753,QA Engineer,2022-02-14,48,Campus,Yes
C30754,Sales Executive,2023-11-02,74,Campus,Yes
C30755,Process Manager,2022-10-28,48,Job Portal,No
C30756,Financial Analyst,2022-09-11,20,Job Portal,Yes
C30757,Operations Analyst,2021-03-03,71,Agency,No
C30758,Software Engineer,2022-02-10,19,Referral,Yes
C30759,Financial Analyst,2022-09-24,39,Referral,Yes
C30760,Process Manager,2022-02-18,15,Campus,No
C30761,Software Engineer,2022-05-03,88,Campus,No
C30762,Data Analyst,2021-09-11,17,Agency,Yes
C30763,Accountant,2021-07-27,27,Referral,Yes
C30764,Data Analyst,2022-04-07,57,Job Portal,No
C30765,HR Business Partner,2021-09-21,81,Job Portal,Yes
C30766,Operations Analyst,2021-11-07,42,Referral,Yes
C30767,Process Manager,2023-02-03,51,Job Portal,Yes
C30768,Operations Analyst,2023-09-17,18,Campus,Yes
C30769,Financial Analyst,2022-03-18,29,Referral,Yes
C30770,Operations Analyst,2021-04-21,67,Job Portal,Yes
C30771,Sales Executive,2023-01-10,83,Job Portal,Yes
C30772,Account Manager,2022-03-18,41,Campus,Yes
C30773,HR Business Partner,2022-11-19,45,Agency,No
C30774,HR Executive,2022-03-24,15,Agency,No
C30775,HR Business Partner,2023-06-07,75,Referral,Yes
C30776,Process Manager,2021-06-27,42,Referral,Yes
C30777,Sales Executive,2023-06-12,44,Job Portal,Yes
C30778,Operations Analyst,2021-08-03,38,Agency,No
C30779,Financial Analyst,2022-06-17,32,Job Portal,Yes
C30780,Process Manager,2022-05-06,16,Referral,No
C30781,Sales Executive,2021-02-19,80,Referral,Yes
C30782,Operations Analyst,2021-07-05,46,Job Portal,Yes
C30783,Software Engineer,2021-08-07,47,Campus,Yes
C30784,Data Analyst,2021-08-17,33,Campus,Yes
C30785,Process Manager,2022-11-16,41,Agency,Yes
C30786,Financial Analyst,2021-03-05,55,Job Portal,Yes
C30787,Process Manager,2021-12-05,56,Job Portal,No
C30788,Account Manager,2022-02-19,30,Campus,Yes
C30789,QA Engineer,2022-01-21,43,Job Portal,Yes
C30790,Software Engineer,2022-09-08,35,Referral,Yes
C30791,QA Engineer,2022-04-04,53,Campus,Yes
C30792,Process Manager,2022-03-24,60,Campus,Yes
C30793,Data Analyst,2021-12-05,55,Referral,Yes
C30794,Sales Executive,2022-05-24,51,Job Portal,Yes
C30795,Account Manager,2022-11-26,53,Campus,Yes
C30796,Financial Analyst,2021-07-13,60,Job Portal,No
C30797,Sales Executive,2022-04-13,46,Job Portal,Yes
C30798,Financial Analyst,2021-02-13,76,Agency,Yes
C30799,Account Manager,2022-11-28,60,Referral,Yes
C30800,Sales Executive,2023-01-27,35,Job Portal,Yes
C30801,Software Engineer,2023-02-16,28,Referral,Yes
C30802,HR Executive,2023-06-22,37,Referral,Yes
C30803,Financial Analyst,2023-05-08,16,Job Portal,Yes
C30804,Data Analyst,2021-06-30,34,Referral,Yes
C30805,Software Engineer,2023-02-26,85,Campus,Yes
C30806,Software Engineer,2022-04-14,73,Agency,Yes
C30807,Data Analyst,2023-06-08,18,Job Portal,Yes
C30808,Data Analyst,2023-05-09,50,Referral,Yes
C30809,HR Business Partner,2023-01-15,55,Job Portal,Yes
C30810,Financial Analyst,2023-11-03,85,Job Portal,Yes
C30811,HR Business Partner,2023-03-22,32,Referral,Yes
C30812,Accountant,2021-03-12,85,Job Portal,Yes
C30813,Financial Analyst,2023-05-31,50,Job Portal,Yes
C30814,QA Engineer,2022-01-24,24,Job Portal,Yes
C30815,HR Business Partner,2023-06-21,33,Campus,Yes
C30816,HR Executive,2022-06-17,31,Job Portal,Yes
C30817,QA Engineer,2023-07-21,77,Job Portal,Yes
C30818,Data Analyst,2023-03-06,41,Job Portal,Yes
C30819,Process Manager,2021-08-25,42,Campus,Yes
C30820,Process Manager,2021-12-07,71,Referral,Yes
C30821,Process Manager,2021-11-09,55,Agency,Yes
C30822,Financial Analyst,2023-02-25,54,Agency,Yes
C30823,Operations Analyst,2022-10-31,36,Campus,Yes
C30824,HR Executive,2022-06-11,16,Referral,Yes
C30825,Sales Executive,2021-12-07,86,Job Portal,Yes
C30826,Account Manager,2023-01-09,29,Referral,No
C30827,Financial Analyst,2023-07-23,31,Campus,Yes
C30828,Financial Analyst,2022-09-24,29,Referral,Yes
C30829,Sales Executive,2021-12-08,76,Agency,No
C30830,QA Engineer,2023-07-24,24,Job Portal,No
C30831,Account Manager,2021-03-17,23,Job Portal,No
C30832,Software Engineer,2022-06-29,80,Job Portal,Yes
C30833,Sales Executive,2021-07-09,26,Referral,Yes
C30834,Process Manager,2023-02-19,41,Campus,Yes
C30835,Process Manager,2023-01-05,36,Job Portal,No
C30836,HR Executive,2022-08-02,36,Referral,Yes
C30837,Data Analyst,2023-01-02,23,Agency,Yes
C30838,Process Manager,2023-07-17,39,Agency,Yes
C30839,Data Analyst,2023-10-01,26,Referral,Yes
C30840,Accountant,2023-05-02,61,Referral,Yes
C30841,Financial Analyst,2021-04-20,19,Job Portal,Yes
C30842,Sales Executive,2022-02-26,46,Referral,Yes
C30843,HR Executive,2021-10-29,74,Job Portal,Yes
C30844,Account Manager,2022-05-23,53,Referral,Yes
C30845,Process Manager,2022-01-30,67,Job Portal,No
C30846,Account Manager,2023-10-30,37,Referral,Yes
C30847,Sales Executive,2022-07-17,79,Campus,Yes
C30848,Operations Analyst,2022-02-27,38,Job Portal,Yes
C30849,Operations Analyst,2022-08-28,46,Job Portal,Yes
C30850,HR Business Partner,2022-09-20,62,Referral,No
C30851,Data Analyst,2022-03-08,63,Job Portal,No
C30852,Financial Analyst,2022-09-11,74,Job Portal,Yes
C30853,Software Engineer,2022-08-04,81,Job Portal,Yes
C30854,HR Executive,2023-03-18,69,Referral,No
C30855,Accountant,2023-08-16,56,Job Portal,Yes
C30856,Sales Executive,2023-08-07,61,Job Portal,Yes
C30857,HR Executive,2021-05-10,70,Referral,No
C30858,Data Analyst,2022-02-28,15,Job Portal,Yes
C30859,QA Engineer,2023-05-05,81,Job Portal,Yes
C30860,HR Business Partner,2021-09-29,50,Agency,Yes
C30861,Account Manager,2023-05-23,45,Referral,No
C30862,Software Engineer,2021-08-21,41,Campus,Yes
C30863,Account Manager,2022-07-03,40,Referral,Yes
C30864,Accountant,2023-08-09,50,Referral,Yes
C30865,Financial Analyst,2022-01-25,85,Agency,Yes
C30866,Financial Analyst,2021-08-28,72,Job Portal,No
C30867,Financial Analyst,2022-08-01,68,Job Portal,Yes
C30868,Account Manager,2021-10-27,56,Campus,Yes
C30869,Data Analyst,2022-10-08,72,Job Portal,No
C30870,Financial Analyst,2022-05-25,63,Job Portal,Yes
C30871,Software Engineer,2022-12-31,65,Referral,Yes
C30872,Software Engineer,2023-10-29,64,Referral,Yes
C30873,Operations Analyst,2022-10-25,57,Job Portal,Yes
C30874,Operations Analyst,2021-10-06,40,Campus,Yes
C30875,Financial Analyst,2022-12-26,34,Job Portal,Yes
C30876,Sales Executive,2021-09-01,85,Job Portal,No
C30877,HR Business Partner,2023-01-05,58,Campus,Yes
C30878,Operations Analyst,2023-09-27,40,Referral,Yes
C30879,Accountant,2022-10-12,75,Campus,Yes
C30880,Operations Analyst,2022-02-12,47,Referral,Yes
C30881,Operations Analyst,2021-08-18,67,Referral,No
C30882,Account Manager,2021-03-10,87,Campus,Yes
C30883,Account Manager,2022-11-12,37,Campus,Yes
C30884,Operations Analyst,2023-05-26,53,Job Portal,Yes
C30885,Operations Analyst,2021-03-15,58,Job Portal,Yes
C30886,HR Business Partner,2021-08-14,88,Referral,Yes
C30887,HR Business Partner,2023-02-06,58,Job Portal,Yes
C30888,Operations Analyst,2023-07-17,71,Job Portal,Yes
C30889,Process Manager,2023-06-19,33,Referral,No
C30890,Process Manager,2021-10-02,21,Referral,Yes
C30891,QA Engineer,2021-06-16,23,Referral,Yes
C30892,Accountant,2022-01-20,71,Referral,Yes
C30893,HR Executive,2021-12-25,27,Referral,Yes
C30894,HR Executive,2021-10-28,58,Referral,Yes
C30895,Data Analyst,2022-01-02,23,Job Portal,Yes
C30896,Data Analyst,2023-10-31,72,Job Portal,Yes
C30897,Account Manager,2022-11-12,65,Referral,Yes
C30898,Accountant,2023-10-06,27,Job Portal,Yes
C30899,QA Engineer,2023-05-03,75,Job Portal,Yes
C30900,QA Engineer,2022-05-15,23,Job Portal,Yes
C30901,Process Manager,2021-04-25,37,Campus,Yes
C30902,Data Analyst,2021-04-07,89,Job Portal,Yes
C30903,Process Manager,2022-04-04,40,Referral,Yes
C30904,Accountant,2023-01-01,70,Referral,No
C30905,Sales Executive,2021-05-23,43,Referral,No
C30906,Software Engineer,2021-04-28,43,Job Portal,No
C30907,Sales Executive,2023-03-18,73,Job Portal,Yes
C30908,Operations Analyst,2021-03-19,53,Referral,No
C30909,Operations Analyst,2021-04-26,21,Job Portal,Yes
C30910,Account Manager,2023-08-31,22,Referral,Yes
C30911,Process Manager,2023-04-29,40,Campus,Yes
C30912,Operations Analyst,2022-01-03,26,Job Portal,No
C30913,Operations Analyst,2023-06-02,43,Agency,Yes
C30914,QA Engineer,2022-10-05,28,Campus,Yes
C30915,Financial Analyst,2023-01-11,41,Agency,No
C30916,HR Executive,2022-01-15,20,Job Portal,No
C30917,HR Executive,2022-03-16,51,Referral,No
C30918,Operations Analyst,2022-05-02,71,Job Portal,Yes
C30919,Process Manager,2022-02-01,31,Job Portal,Yes
C30920,HR Business Partner,2022-01-31,83,Job Portal,Yes
C30921,HR Executive,2022-12-18,81,Job Portal,Yes
C30922,HR Executive,2023-10-23,71,Job Portal,Yes
C30923,QA Engineer,2021-10-08,17,Job Portal,Yes
C30924,Operations Analyst,2021-05-24,86,Agency,No
C30925,HR Executive,2022-12-20,43,Referral,Yes
C30926,Sales Executive,2022-11-07,33,Job Portal,Yes
C30927,Sales Executive,2021-06-28,51,Campus,Yes
C30928,Sales Executive,2022-12-25,26,Referral,Yes
C30929,Accountant,2023-10-27,30,Job Portal,Yes
C30930,Operations Analyst,2023-08-29,17,Job Portal,Yes
C30931,HR Business Partner,2021-06-22,46,Referral,Yes
C30932,Operations Analyst,2022-07-04,75,Agency,Yes
C30933,Account Manager,2023-05-31,15,Campus,Yes
C30934,Sales Executive,2022-03-19,51,Campus,Yes
C30935,Software Engineer,2022-08-28,27,Agency,No
C30936,HR Business Partner,2021-03-02,73,Campus,Yes
C30937,Account Manager,2021-07-16,39,Job Portal,Yes
C30938,Data Analyst,2022-06-12,63,Referral,Yes
C30939,Process Manager,2022-06-25,76,Job Portal,Yes
C30940,Accountant,2022-07-03,76,Referral,Yes
C30941,Data Analyst,2023-07-05,82,Referral,Yes
C30942,HR Executive,2023-07-14,83,Referral,No
C30943,Process Manager,2022-04-13,49,Job Portal,Yes
C30944,HR Business Partner,2023-07-23,76,Agency,No
C30945,HR Executive,2023-04-25,69,Referral,Yes
C30946,QA Engineer,2021-04-17,67,Agency,Yes
C30947,QA Engineer,2022-03-24,63,Campus,Yes
C30948,Accountant,2021-11-12,54,Campus,Yes
C30949,Operations Analyst,2022-12-22,73,Job Portal,Yes
C30950,HR Executive,2021-06-23,68,Job Portal,Yes
C30951,Operations Analyst,2021-09-29,57,Job Portal,Yes
C30952,Data Analyst,2021-07-02,86,Campus,No
C30953,Software Engineer,2023-07-10,67,Job Portal,Yes
C30954,Financial Analyst,2023-03-20,48,Referral,Yes
C30955,QA Engineer,2023-04-17,72,Referral,Yes
C30956,Sales Executive,2021-05-08,75,Job Portal,Yes
C30957,Account Manager,2022-01-06,51,Campus,Yes
C30958,HR Executive,2021-10-07,64,Agency,Yes
C30959,Operations Analyst,2021-11-30,44,Campus,No
C30960,Data Analyst,2023-07-21,81,Job Portal,Yes
C30961,Sales Executive,2022-06-14,31,Job Portal,Yes
C30962,Operations Analyst,2021-06-03,69,Referral,Yes
C30963,Financial Analyst,2021-11-15,36,Referral,Yes
C30964,Operations Analyst,2021-07-30,17,Job Portal,Yes
C30965,Operations Analyst,2023-07-30,31,Referral,Yes
C30966,Data Analyst,2022-11-02,84,Referral,Yes
C30967,HR Executive,2023-08-18,81,Referral,Yes
C30968,Financial Analyst,2022-04-26,19,Campus,No
C30969,HR Executive,2022-09-07,66,Job Portal,Yes
C30970,HR Executive,2021-07-31,86,Referral,Yes
C30971,Software Engineer,2023-08-30,74,Agency,Yes
C30972,Sales Executive,2023-04-10,51,Job Portal,Yes
C30973,Sales Executive,2023-07-25,56,Campus,Yes
C30974,Financial Analyst,2021-09-15,88,Agency,Yes
C30975,Software Engineer,2023-03-02,73,Referral,Yes
C30976,Software Engineer,2022-11-01,63,Job Portal,No
C30977,Account Manager,2023-09-24,21,Referral,Yes
C30978,Software Engineer,2023-03-01,73,Agency,Yes
C30979,Financial Analyst,2021-08-16,23,Job Portal,Yes
C30980,Financial Analyst,2022-08-13,20,Job Portal,Yes
C30981,Financial Analyst,2022-08-14,23,Referral,Yes
C30982,HR Executive,2022-05-31,47,Job Portal,Yes
C30983,Process Manager,2023-01-24,23,Referral,No
C30984,Account Manager,2022-09-24,87,Referral,No
C30985,Sales Executive,2022-03-27,69,Job Portal,Yes
C30986,Operations Analyst,2023-05-22,45,Referral,Yes
C30987,HR Executive,2023-01-02,32,Referral,Yes
C30988,Accountant,2021-04-28,19,Job Portal,No
