employee_id,salary,bonus,salary_band,last_hike_date
E100686,875696,59696,L2,2018-08-10
E100687,570835,46456,L1,2024-03-05
E100688,2028240,280935,L5,2022-02-20
E100689,990231,81761,L3,2022-08-18
E100690,855844,73079,L2,2020-03-17
E100691,572791,36479,L1,2024-11-12
E100692,1544625,101549,L4,2020-02-22
E100693,556640,62016,L1,2020-09-24
E100694,797284,97836,L2,2024-06-09
E100695,1230207,136645,L4,2021-11-07
E100696,998471,149372,L3,2020-10-09
E100697,1180058,108088,L3,2022-10-01
E100698,682298,93170,L2,2020-08-01
E100699,944453,49879,L3,2024-05-31
E100700,498977,27998,L1,2023-01-02
E100701,586089,60144,L1,2019-05-15
E100702,1345044,197285,L4,2022-07-29
E100703,631541,58656,L2,2024-01-29
E100704,703410,51831,L2,2024-05-18
E100705,472269,51606,L1,2021-06-02
E100706,1097632,91734,L3,2020-08-08
E100707,515333,29670,L1,2020-09-01
E100708,586062,49056,L1,2021-07-19
E100709,893780,111295,L2,2024-10-21
E100710,1193494,122715,L3,2023-07-25
E100711,957110,143010,L3,2024-05-14
E100712,1051310,101132,L3,2018-08-23
E100713,467910,40247,L1,2019-06-18
E100714,1081607,133801,L3,2020-05-08
E100715,733342,57969,L2,2026-07-22
E100716,650684,94337,L2,2019-07-09
E100717,1454826,158239,L4,2026-01-28
E100718,839685,79584,L2,2024-03-10
E100719,1397341,203296,L4,2026-03-10
E100720,1195881,131376,L3,2021-10-31
E100721,497078,51744,L1,2024-10-23
E100722,1097642,72218,L3,2025-07-26
E100723,729383,83992,L2,2024-07-12
E100724,964577,61040,L3,2024-04-08
E100725,411467,26895,L1,2020-10-09
E100726,520935,40093,L1,2021-11-28
E100727,414048,27364,L1,2024-11-26
E100728,882489,50822,L2,2025-02-01
E100729,1440006,185728,L4,2023-09-28
E100730,697964,86023,L2,2021-01-30
E100731,1383736,113171,L4,2020-06-19
E100732,901140,93420,L3,2020-03-30
E100733,1095058,108022,L3,2022-08-09
E100734,619999,43255,L2,2019-01-23
E100735,513919,71366,L1,2020-03-23
E100736,790833,49554,L2,2018-10-14
E100737,443412,49232,L1,2023-01-06
E100738,909305,128658,L3,2019-09-28
E100739,806328,101771,L2,2025-02-27
E100740,1592423,228440,L4,2025-05-02
E100741,622468,31342,L2,2022-06-08
E100742,1141884,104535,L3,2025-01-05
E100743,904725,49662,L3,2020-08-24
E100744,1584615,108064,L4,2020-07-29
E100745,1146788,118839,L3,2023-12-15
E100746,1158074,133850,L3,2024-08-18
E100747,882720,68008,L2,2023-07-30
E100748,590314,42319,L1,2022-02-20
E100749,420637,24031,L1,2026-08-02
E100750,880924,117922,L2,2024-01-15
E100751,679171,87690,L2,2026-02-10
E100752,881076,99417,L2,2021-10-21
E100753,429617,63915,L1,2022-04-11
E100754,826468,116578,L2,2022-10-29
E100755,1063142,98865,L3,2020-10-02
E100756,1198430,174863,L3,2024-12-08
E100757,1224361,172099,L4,2021-08-09
E100758,670143,35916,L2,2024-05-24
E100759,1199994,112646,L3,2019-07-06
E100760,1481316,116404,L4,2019-05-14
E100761,703848,105087,L2,2018-11-03
E100762,911377,78691,L3,2024-01-27
E100763,696270,84502,L2,2021-01-16
E100764,663021,75256,L2,2020-06-23
E100765,679778,80459,L2,2019-10-09
E100766,659480,67500,L2,2021-04-16
E100767,787490,86243,L2,2022-09-25
E100768,1129909,61066,L3,2023-06-26
E100769,1521489,207527,L4,2025-02-24
E100770,601724,61957,L2,2025-06-20
E100771,1023052,127234,L3,2022-01-20
E100772,972191,67410,L3,2020-11-28
E100773,1189140,106189,L3,2027-01-01
E100774,904330,128768,L3,2020-02-15
E100775,895367,107994,L2,2023-10-21
E100776,753180,58051,L2,2021-10-06
E100777,553570,38382,L1,2021-09-17
E100778,540863,78562,L1,2021-06-03
E100779,1526780,111181,L4,2022-01-01
E100780,707624,48023,L2,2024-11-11
E100781,461778,53160,L1,2023-12-27
E100782,973952,125544,L3,2024-10-22
E100783,949046,110899,L3,2022-06-03
E100784,877567,58121,L2,2019-12-04
E100785,1804597,210894,L5,2023-08-31
E100786,749099,69596,L2,2022-11-13
E100787,774062,89814,L2,2022-11-15
E100788,612785,31828,L2,2019-01-24
E100789,1000585,119935,L3,2022-02-09
E100790,687020,41900,L2,2023-09-30
E100791,821334,101599,L2,2024-02-17
E100792,1194070,113913,L3,2023-11-30
E100793,720962,107013,L2,2021-02-20
E100794,435319,30710,L1,2026-02-02
E100795,482931,33200,L1,2023-12-09
E100796,851674,91243,L2,2019-03-09
E100797,735025,46617,L2,2019-12-23
E100798,573493,84491,L1,2025-02-01
E100799,1128466,103070,L3,2022-08-24
E100800,676963,43428,L2,2020-12-31
E100801,850185,68540,L2,2020-09-09
E100802,1046604,60050,L3,2020-04-30
E100803,464480,34616,L1,2022-11-28
E100804,1175873,95576,L3,2019-04-16
E100805,570395,42067,L1,2023-03-16
E100806,1506880,206648,L4,2022-12-28
E100807,757949,104785,L2,2023-02-25
E100808,645227,69435,L2,2022-09-12
E100809,576734,76129,L1,2025-07-27
E100810,2057435,247056,L5,2021-10-22
E100811,905243,74230,L3,2020-10-18
E100812,682482,61666,L2,2021-02-03
E100813,465216,42888,L1,2023-07-30
E100814,696187,45694,L2,2024-09-27
E100815,628069,57106,L2,2025-08-19
E100816,547691,49182,L1,2021-07-06
E100817,622944,46536,L2,2025-07-06
E100818,1399012,72388,L4,2022-03-04
E100819,915711,94121,L3,2023-04-20
E100820,845922,115152,L2,2024-07-17
E100821,597291,85492,L1,2024-01-21
E100822,996909,123878,L3,2022-09-18
E100823,632828,83073,L2,2024-11-04
E100824,1845069,259685,L5,2023-02-03
E100825,665115,85763,L2,2021-09-07
E100826,1245195,130929,L4,2022-01-19
E100827,604300,40117,L2,2025-12-26
E100828,726135,90686,L2,2024-10-03
E100829,653228,87501,L2,2020-02-29
E100830,1101729,69903,L3,2024-12-28
E100831,811720,64135,L2,2021-10-25
E100832,656709,48323,L2,2026-02-06
E100833,1118606,65090,L3,2018-12-21
E100834,554366,50992,L1,2020-12-29
E100835,1390506,108416,L4,2020-12-08
E100836,750679,89733,L2,2020-01-18
E100837,675137,98636,L2,2021-02-14
E100838,1249147,159071,L4,2025-05-18
E100839,910946,45613,L3,2021-11-14
E100840,741368,101731,L2,2021-02-21
E100841,684309,45725,L2,2025-01-29
E100842,1414953,172336,L4,2024-07-14
E100843,1557985,213363,L4,2023-01-05
E100844,713350,103384,L2,2025-02-02
E100845,433157,62591,L1,2023-07-07
E100846,1211756,164355,L4,2025-05-10
E100847,752036,63988,L2,2024-08-11
E100848,702885,51285,L2,2022-02-13
E100849,403813,43898,L1,2019-07-13
E100850,1012962,91537,L3,2020-02-23
E100851,1087284,69503,L3,2026-03-01
E100852,1196687,177019,L3,2020-08-23
E100853,641649,80382,L2,2020-06-23
E100854,535193,34338,L1,2020-10-20
E100855,461713,58275,L1,2023-01-15
E100856,1000944,83976,L3,2022-08-30
E100857,419971,24911,L1,2021-06-05
E100858,577607,74964,L1,2020-11-02
E100859,904899,90095,L3,2019-06-28
E100860,858761,60277,L2,2020-03-25
E100861,463381,45671,L1,2019-10-24
E100862,844076,123624,L2,2023-08-09
E100863,638963,67582,L2,2023-05-29
E100864,518744,58272,L1,2022-12-06
E100865,544378,73097,L1,2025-10-29
E100866,1581430,79672,L4,2018-12-18
E100867,593841,53637,L1,2024-05-23
E100868,676040,74283,L2,2025-04-28
E100869,769443,113332,L2,2026-05-27
E100870,457405,34621,L1,2021-09-16
E100871,1465060,199780,L4,2020-05-29
E100872,821282,69761,L2,2019-08-25
E100873,794437,87580,L2,2020-11-09
E100874,568081,69866,L1,2023-03-30
E100875,728459,75969,L2,2025-05-22
E100876,1233206,128693,L4,2021-11-14
E100877,519002,42459,L1,2024-07-11
E100878,817830,61107,L2,2022-12-12
E100879,928643,63530,L3,2019-08-17
E100880,966894,54386,L3,2021-06-15
E100881,1312021,113743,L4,2023-09-27
E100882,460599,52478,L1,2019-06-18
E100883,674164,47216,L2,2020-12-04
E100884,1254932,81762,L4,2024-05-28
E100885,854445,124649,L2,2018-10-11
E100886,460920,39767,L1,2018-08-23
E100887,569474,50533,L1,2021-01-19
E100888,1067441,92457,L3,2022-07-15
E100889,1273285,141467,L4,2025-05-23
E100890,1560389,163172,L4,2024-04-01
E100891,954338,106046,L3,2023-09-19
E100892,1298313,168394,L4,2021-09-18
E100893,734170,107784,L2,2024-11-13
E100894,521742,40789,L1,2025-08-18
E100895,1076415,65547,L3,2018-10-23
E100896,849174,108432,L2,2025-06-21
E100897,480564,68316,L1,2025-12-22
E100898,1219395,104148,L4,2020-03-08
E100899,1081228,139588,L3,2020-12-20
E100900,641975,75093,L2,2021-03-13
E100901,940698,81449,L3,2024-06-18
E100902,718323,89500,L2,2026-03-02
E100903,636673,88316,L2,2023-01-20
E100904,2009214,162873,L5,2020-01-09
E100905,1166007,73463,L3,2021-09-28
E100906,1088133,65119,L3,2024-07-11
E100907,419421,29047,L1,2024-08-27
E100908,997315,142256,L3,2023-05-03
E100909,886158,119496,L2,2018-07-13
E100910,835476,93182,L2,2020-08-08
E100911,929548,117488,L3,2020-06-03
E100912,718611,87363,L2,2023-02-28
E100913,1054438,82951,L3,2025-01-07
E100914,589069,64835,L1,2025-04-09
E100915,784642,86219,L2,2023-06-03
E100916,744483,75820,L2,2022-08-28
E100917,849398,105984,L2,2024-12-16
E100918,960714,75393,L3,2022-02-28
E100919,1850232,174076,L5,2023-06-01
E100920,860192,57063,L2,2024-09-28
E100921,841941,90166,L2,2024-01-06
E100922,900251,127767,L3,2023-05-08
E100923,466812,36291,L1,2025-06-29
E100924,555659,47054,L1,2021-01-23
E100925,639206,86026,L2,2024-04-24
E100926,438157,59291,L1,2020-03-13
E100927,1058934,103428,L3,2022-07-18
E100928,798306,104029,L2,2022-06-16
E100929,680073,86079,L2,2024-02-03
E100930,1444890,122527,L4,2021-07-01
E100931,563001,32683,L1,2021-10-31
E100932,448656,54576,L1,2020-01-17
E100933,931163,97321,L3,2023-06-12
E100934,793697,104443,L2,2018-12-23
E100935,664870,55138,L2,2024-09-05
E100936,756425,77482,L2,2021-06-05
E100937,1448517,133560,L4,2019-02-09
E100938,516812,76795,L1,2024-11-13
E100939,1051809,70287,L3,2024-11-27
E100940,699231,98008,L2,2020-04-10
E100941,942406,81166,L3,2021-09-13
E100942,1177777,137016,L3,2023-08-11
E100943,540644,40880,L1,2022-03-21
E100944,484699,54690,L1,2024-04-25
E100945,2128363,145036,L5,2023-11-27
E100946,980988,137524,L3,2019-09-26
E100947,836425,66635,L2,2026-01-26
E100948,780803,73422,L2,2020-04-08
E100949,825112,58226,L2,2021-10-18
E100950,1206294,164061,L4,2021-09-09
E100951,614245,53050,L2,2022-04-16
E100952,856182,64729,L2,2020-02-04
E100953,551853,40415,L1,2022-10-10
E100954,709202,53122,L2,2020-09-16
E100955,561688,81746,L1,2022-03-30
E100956,1145501,114930,L3,2021-12-29
E100957,873075,71035,L2,2025-04-08
E100958,437736,65325,L1,2022-04-20
E100959,1014000,126122,L3,2020-12-21
E100960,692106,78722,L2,2021-03-23
E100961,743771,81831,L2,2020-05-23
E100962,828751,75002,L2,2023-03-14
E100963,684227,50081,L2,2023-07-16
E100964,446497,22532,L1,2023-02-22
E100965,651911,53478,L2,2023-01-19
E100966,917743,53877,L3,2023-06-14
E100967,589603,46026,L1,2022-05-27
E100968,897307,64284,L2,2019-11-10
E100969,627200,36264,L2,2022-06-15
E100970,1225196,126349,L4,2021-07-28
E100971,626089,58952,L2,2023-01-24
E100972,505672,65906,L1,2020-12-06
E100973,1161530,165728,L3,2018-10-07
E100974,1167059,104436,L3,2023-12-18
E100975,1109842,72445,L3,2022-02-26
E100976,676471,55768,L2,2025-05-22
E100977,1259051,159428,L4,2023-05-25
E100978,726046,79256,L2,2018-07-16
E100979,1259850,106646,L4,2024-10-23
E100980,1130825,59530,L3,2019-09-06
E100981,518854,75600,L1,2019-09-15
E100982,1138948,114353,L3,2020-07-15
E100983,875152,89146,L2,2023-10-08
E100984,665341,33332,L2,2020-05-29
E100985,736189,93768,L2,2019-09-15
E100986,704361,53659,L2,2018-11-04
E100987,1125536,70027,L3,2025-10-20
E100988,898488,90940,L2,2021-02-22
E100989,665880,45289,L2,2021-03-19
E100990,568012,54927,L1,2020-07-07
E100991,805553,63375,L2,2020-01-17
E100992,808899,86509,L2,2022-02-06
E100993,1029946,120080,L3,2020-09-05
E100994,1020883,69065,L3,2024-02-26
E100995,456292,33177,L1,2023-12-12
E100996,966609,116033,L3,2019-12-02
E100997,813427,65800,L2,2023-04-28
E100998,1502655,91534,L4,2021-09-09
E100999,694476,96172,L2,2020-07-26
E101000,817207,111687,L2,2020-03-21
E101001,843146,111311,L2,2023-06-16
E101002,636397,89422,L2,2020-12-06
E101003,447669,61244,L1,2023-02-08
E101004,723078,98913,L2,2024-05-24
E101005,557104,65034,L1,2023-02-10
E101006,1015791,62121,L3,2025-11-09
E101007,546505,63431,L1,2021-06-06
E101008,1079214,132530,L3,2020-04-14
E101009,718342,96942,L2,2024-05-15
E101010,1123915,86125,L3,2025-02-03
E101011,1592767,206419,L4,2022-10-05
E101012,604340,32051,L2,2020-08-14
E101013,749367,38434,L2,2019-08-13
E101014,929326,139291,L3,2026-01-20
E101015,634384,94718,L2,2021-02-11
E101016,852797,44078,L2,2021-01-10
E101017,787595,82874,L2,2019-11-09
E101018,640224,49037,L2,2023-05-30
E101019,906787,99301,L3,2021-04-13
E101020,777844,62745,L2,2021-08-16
E101021,1487976,115886,L4,2021-03-20
E101022,489944,45187,L1,2020-10-23
E101023,753193,50878,L2,2019-03-08
E101024,618440,50795,L2,2020-04-01
E101025,1882790,231312,L5,2026-08-02
E101026,980066,94485,L3,2019-06-08
E101027,1457552,99992,L4,2019-12-05
E101028,702080,64393,L2,2023-08-28
E101029,540915,31664,L1,2023-09-03
E101030,730587,65792,L2,2025-02-11
E101031,950018,101265,L3,2024-06-23
E101032,487700,56975,L1,2025-07-09
E101033,1082203,83392,L3,2021-01-26
E101034,641665,52355,L2,2021-05-11
E101035,972995,98956,L3,2023-03-06
E101036,953783,114864,L3,2025-04-21
E101037,1114629,59556,L3,2019-11-20
E101038,903485,117706,L3,2021-03-28
E101039,470454,33120,L1,2022-06-21
E101040,779282,41624,L2,2020-02-19
E101041,616019,83302,L2,2023-04-28
E101042,773651,113690,L2,2019-12-02
E101043,1528465,197200,L4,2025-01-24
E101044,705031,43924,L2,2021-08-01
E101045,2185129,163051,L5,2018-02-17
E101046,682983,57601,L2,2023-02-17
E101047,935773,74344,L3,2020-07-19
E101048,1248451,179617,L4,2020-09-13
E101049,644813,32991,L2,2020-01-08
E101050,1552071,113320,L4,2022-02-10
E101051,1020919,127214,L3,2019-12-18
E101052,1346948,100014,L4,2020-07-16
E101053,879067,102046,L2,2020-05-10
E101054,452827,33606,L1,2021-06-27
E101055,1489626,216717,L4,2019-07-26
E101056,460937,25419,L1,2024-09-19
E101057,891718,89158,L2,2023-09-17
E101058,888210,69439,L2,2023-05-15
E101059,1032228,82304,L3,2024-10-28
E101060,1541897,186898,L4,2021-09-09
E101061,466068,44740,L1,2023-10-29
E101062,1277418,119255,L4,2019-10-29
E101063,1230649,109449,L4,2020-02-13
E101064,576315,36119,L1,2020-12-26
E101065,924050,72293,L3,2018-08-24
E101066,882628,126332,L2,2025-08-27
E101067,1259346,172419,L4,2021-11-11
E101068,2139578,131161,L5,2020-09-11
E101069,857694,78752,L2,2026-01-17
E101070,1018126,88292,L3,2025-12-02
E101071,835125,67755,L2,2019-09-12
E101072,897260,111784,L2,2021-02-13
E101073,1207956,122326,L4,2018-11-26
E101074,811077,91505,L2,2023-10-19
E101075,680337,46346,L2,2022-07-23
E101076,1362595,97098,L4,2020-10-08
E101077,1026544,86319,L3,2020-05-04
E101078,603205,80855,L2,2020-04-28
E101079,1243761,106380,L4,2020-07-15
E101080,1238028,182323,L4,2022-09-27
E101081,576077,71562,L1,2025-06-11
E101082,1037785,105657,L3,2025-07-16
E101083,1144508,134647,L3,2024-11-04
E101084,874755,79449,L2,2022-08-04
E101085,960026,121710,L3,2023-03-17
E101086,731073,61392,L2,2023-05-09
E101087,495807,50338,L1,2024-11-27
E101088,1020029,61630,L3,2020-02-08
E101089,902926,57494,L3,2022-03-22
E101090,1638630,143243,L5,2024-05-09
E101091,957179,112374,L3,2018-09-05
E101092,484570,61452,L1,2023-04-08
E101093,882896,125831,L2,2021-04-14
E101094,448488,32325,L1,2024-04-10
E101095,2076097,176403,L5,2025-05-29
E101096,458195,55774,L1,2025-02-05
E101097,1985886,264920,L5,2024-06-16
E101098,1038107,75833,L3,2022-05-19
E101099,1126239,118516,L3,2020-07-17
E101100,1650271,236390,L5,2021-12-09
E101101,845022,69777,L2,2021-07-29
E101102,762060,40956,L2,2024-04-01
E101103,827135,53748,L2,2022-01-04
E101104,788840,88807,L2,2025-01-17
E101105,578155,47821,L1,2022-07-31
E101106,674696,66279,L2,2021-01-03
E101107,655217,51249,L2,2020-04-11
E101108,1161631,77190,L3,2020-11-08
E101109,455435,58920,L1,2025-01-23
E101110,865275,108340,L2,2024-08-26
E101111,1454473,209782,L4,2025-02-16
E101112,455828,34486,L1,2023-04-24
E101113,821406,69450,L2,2025-05-22
E101114,985056,101695,L3,2022-09-17
E101115,455722,39404,L1,2022-01-24
E101116,705142,102964,L2,2022-06-20
E101117,1010770,66786,L3,2023-05-23
E101118,463758,49121,L1,2025-09-28
E101119,829399,57969,L2,2022-02-20
E101120,618867,77904,L2,2021-01-02
E101121,601234,52652,L2,2024-10-21
E101122,676061,72156,L2,2026-05-22
E101123,1552575,198745,L4,2022-06-22
E101124,1305706,181732,L4,2021-10-24
E101125,852106,121610,L2,2018-11-15
E101126,745869,92988,L2,2022-04-30
E101127,1287396,149919,L4,2024-10-29
E101128,571576,42929,L1,2020-04-06
E101129,1656394,237867,L5,2021-04-17
E101130,1026413,136467,L3,2020-08-18
E101131,1002174,111720,L3,2024-06-15
E101132,1173259,82922,L3,2025-10-06
E101133,932124,56917,L3,2025-02-26
E101134,516908,61474,L1,2023-01-24
E101135,1085076,64441,L3,2021-11-25
E101136,1031119,111420,L3,2022-09-05
E101137,474497,28331,L1,2022-08-10
E101138,1162151,76101,L3,2021-07-22
E101139,577551,56635,L1,2025-06-24
E101140,618769,57918,L2,2023-12-23
E101141,1081418,161864,L3,2024-06-19
E101142,424216,50795,L1,2024-04-04
E101143,690628,93609,L2,2021-12-25
E101144,699425,84358,L2,2019-04-29
E101145,499563,59764,L1,2020-03-09
E101146,1402997,154350,L4,2025-06-12
E101147,1161898,73700,L3,2020-02-01
E101148,454941,51322,L1,2024-09-20
E101149,1975898,151550,L5,2025-04-04
E101150,1096653,131461,L3,2024-02-13
E101151,401739,58837,L1,2020-06-06
E101152,695968,97763,L2,2022-01-10
E101153,850583,73697,L2,2024-04-25
E101154,1063570,140935,L3,2020-12-07
E101155,951092,53520,L3,2024-01-02
E101156,653405,57958,L2,2021-05-16
E101157,472143,68339,L1,2024-05-20
E101158,521760,59205,L1,2019-03-19
E101159,912452,131250,L3,2022-06-18
E101160,583922,35473,L1,2021-05-21
E101161,664237,67486,L2,2024-11-09
E101162,1174056,145795,L3,2025-05-15
E101163,1045663,141938,L3,2023-12-01
E101164,662969,71926,L2,2024-02-02
E101165,738569,106732,L2,2021-02-06
E101166,429362,35492,L1,2020-08-28
E101167,847889,72460,L2,2019-04-05
E101168,577437,29375,L1,2025-06-29
E101169,929466,89712,L3,2022-02-24
E101170,1127627,75271,L3,2023-07-12
E101171,512508,71228,L1,2022-01-12
E101172,950604,127704,L3,2018-11-09
E101173,1462344,162622,L4,2023-07-03
E101174,1598441,231354,L4,2019-07-02
E101175,898028,130995,L2,2018-05-05
E101176,991366,124429,L3,2021-01-11
E101177,437734,39837,L1,2025-08-04
E101178,1052897,115641,L3,2026-09-11
E101179,617326,34801,L2,2021-10-08
E101180,1542418,225595,L4,2026-09-07
E101181,634677,65355,L2,2024-03-13
E101182,1096762,93155,L3,2022-02-14
E101183,644601,50924,L2,2020-08-08
E101184,417069,23866,L1,2021-05-27
E101185,1183737,80654,L3,2019-04-10
E101186,628389,90476,L2,2022-11-18
E101187,2059994,252208,L5,2021-03-04
E101188,707359,96807,L2,2025-08-12
E101189,720521,86709,L2,2018-11-15
E101190,1101392,158482,L3,2022-07-05
E101191,803402,58654,L2,2022-12-23
E101192,1184922,89923,L3,2024-05-24
E101193,640887,49121,L2,2024-09-19
E101194,975840,59638,L3,2022-11-11
E101195,510360,46846,L1,2021-08-13
E101196,478754,27458,L1,2024-07-08
E101197,1387316,112518,L4,2022-11-13
E101198,1189808,176544,L3,2023-12-29
E101199,806411,70813,L2,2024-11-17
E101200,464790,36631,L1,2023-08-21
E101201,428283,58958,L1,2021-04-25
E101202,441717,42162,L1,2021-01-08
E101203,1559159,80208,L4,2019-06-15
E101204,1154785,160354,L3,2020-07-08
E101205,643042,46986,L2,2023-06-27
E101206,495924,35826,L1,2022-11-11
E101207,1019085,129141,L3,2022-08-22
E101208,595271,54332,L1,2021-05-26
E101209,749203,57414,L2,2022-07-28
E101210,961154,113319,L3,2024-07-14
E101211,689396,59415,L2,2027-03-17
E101212,588339,67818,L1,2024-02-08
E101213,877181,59018,L2,2024-03-10
E101214,641677,91615,L2,2020-08-20
E101215,732894,105303,L2,2020-10-26
E101216,615461,30871,L2,2022-02-05
E101217,570181,72327,L1,2025-07-06
E101218,1175035,74199,L3,2023-06-28
E101219,1298882,106396,L4,2021-02-28
E101220,1222166,123185,L4,2025-05-07
E101221,864174,54182,L2,2022-02-21
E101222,1082452,111429,L3,2022-02-12
E101223,1078421,63949,L3,2024-04-25
E101224,1437568,213130,L4,2020-09-23
E101225,771518,95378,L2,2021-06-29
E101226,843134,123204,L2,2024-03-07
E101227,429069,42074,L1,2021-03-12
E101228,469645,28998,L1,2023-10-22
E101229,1189125,125013,L3,2020-10-07
E101230,1350338,107030,L4,2021-08-15
E101231,1021335,90703,L3,2023-07-23
E101232,986556,53255,L3,2024-01-29
E101233,460730,60587,L1,2026-02-08
E101234,889609,58766,L2,2024-06-24
E101235,864544,97434,L2,2022-01-27
E101236,686068,69034,L2,2021-07-14
E101237,566517,59570,L1,2020-07-26
E101238,1048731,94093,L3,2021-10-30
E101239,499445,71009,L1,2023-02-16
E101240,820606,78302,L2,2019-08-10
E101241,702160,93415,L2,2024-03-16
E101242,491927,36433,L1,2022-12-26
E101243,467196,37689,L1,2023-01-13
E101244,1511889,201450,L4,2023-12-14
E101245,884458,101692,L2,2022-04-01
E101246,687597,89614,L2,2027-02-13
E101247,770719,97451,L2,2024-12-25
E101248,1069335,131851,L3,2025-12-01
E101249,1511383,102535,L4,2020-12-02
E101250,459582,64801,L1,2019-04-02
E101251,765924,79540,L2,2019-06-12
E101252,1092522,68931,L3,2022-04-01
E101253,497733,50014,L1,2025-04-01
E101254,824404,67139,L2,2024-03-18
E101255,1294729,122839,L4,2019-04-16
E101256,812573,114429,L2,2024-08-08
E101257,580471,43216,L1,2022-10-20
E101258,991585,122360,L3,2024-03-01
E101259,846228,66052,L2,2024-12-18
E101260,814910,42897,L2,2025-02-03
E101261,866594,118581,L2,2022-06-24
E101262,690758,65988,L2,2020-09-29
E101263,1173944,78895,L3,2020-03-20
E101264,822692,44385,L2,2020-05-07
E101265,611878,84784,L2,2020-12-22
E101266,1121083,128318,L3,2023-03-18
E101267,657125,44493,L2,2022-11-12
E101268,993255,101006,L3,2021-05-22
E101269,593869,60735,L1,2025-12-21
E101270,847272,77639,L2,2021-11-09
E101271,804574,71873,L2,2023-12-24
E101272,1134837,141146,L3,2021-06-14
E101273,590954,58930,L1,2019-02-25
E101274,1176961,152496,L3,2022-10-14
E101275,696324,64104,L2,2023-08-20
E101276,641034,56801,L2,2024-11-22
E101277,1191581,177384,L3,2024-11-27
E101278,745259,91337,L2,2019-02-26
E101279,584214,43652,L1,2023-08-11
E101280,648530,55027,L2,2022-12-20
E101281,1260637,101282,L4,2025-10-28
E101282,1047605,127868,L3,2022-10-14
E101283,921584,118570,L3,2022-10-04
E101284,532893,50905,L1,2022-08-24
E101285,766458,88604,L2,2023-05-10
E101286,607893,45409,L2,2021-10-30
E101287,1916788,105753,L5,2020-10-20
E101288,744404,78166,L2,2020-02-10
E101289,605769,52177,L2,2024-11-01
E101290,487008,50010,L1,2022-05-20
E101291,746873,77769,L2,2024-01-16
E101292,754061,96356,L2,2021-08-22
E101293,430751,32108,L1,2027-01-17
E101294,772454,96479,L2,2019-04-10
E101295,1494664,154983,L4,2023-07-26
E101296,436416,63222,L1,2020-02-22
E101297,606572,68638,L2,2021-01-27
E101298,1218870,180382,L4,2021-06-09
E101299,780323,88001,L2,2020-12-14
E101300,924820,120128,L3,2020-10-04
E101301,866533,58220,L2,2022-12-31
E101302,975367,125527,L3,2023-03-16
E101303,1439651,157126,L4,2023-01-28
E101304,1055543,61186,L3,2023-08-07
E101305,1068092,125584,L3,2024-02-19
E101306,525065,73064,L1,2023-12-06
E101307,632109,75895,L2,2024-10-06
E101308,1149752,119115,L3,2024-06-21
E101309,806107,81449,L2,2020-07-24
E101310,848288,112993,L2,2021-11-12
E101311,1011827,73773,L3,2022-12-30
E101312,966781,83443,L3,2024-11-20
E101313,480501,32435,L1,2020-05-14
E101314,1720734,92786,L5,2020-02-18
E101315,408178,39990,L1,2019-10-07
E101316,403489,31930,L1,2020-03-08
E101317,570349,85249,L1,2023-09-28
E101318,739102,44701,L2,2023-01-28
E101319,1368324,176161,L4,2022-10-18
E101320,2119690,294191,L5,2019-04-11
E101321,1119357,151472,L3,2020-10-09
E101322,444326,34442,L1,2024-12-09
E101323,1931575,277311,L5,2025-07-15
E101324,1163921,95063,L3,2024-03-22
E101325,1559873,226489,L4,2022-01-30
E101326,1434037,144675,L4,2022-10-26
E101327,825123,65759,L2,2019-10-14
E101328,963677,63691,L3,2023-02-03
E101329,406558,22612,L1,2021-03-06
E101330,882798,99612,L2,2020-02-03
E101331,501062,69383,L1,2023-03-19
E101332,808456,90542,L2,2019-03-13
E101333,863755,61434,L2,2021-02-28
E101334,466913,50700,L1,2021-01-30
E101335,1117622,126162,L3,2022-11-03
E101336,470415,41900,L1,2023-05-24
E101337,519084,31703,L1,2021-03-19
E101338,631349,88398,L2,2019-05-31
E101339,501369,71736,L1,2020-12-21
E101340,575199,79481,L1,2026-01-08
E101341,868030,128816,L2,2022-03-01
E101342,1111753,70774,L3,2020-01-22
E101343,1807282,111216,L5,2022-11-10
E101344,1240800,92450,L4,2023-09-12
E101345,737816,65655,L2,2021-09-01
E101346,1077160,81196,L3,2023-01-08
E101347,515675,48961,L1,2023-08-02
E101348,944174,102689,L3,2021-03-03
E101349,572260,45502,L1,2024-06-07
E101350,898269,47956,L2,2022-02-13
E101351,644064,49000,L2,2025-03-10
E101352,1500019,88520,L4,2019-03-20
E101353,899524,56495,L2,2019-04-02
E101354,1561003,227177,L4,2022-07-21
E101355,1702155,121637,L5,2024-02-21
E101356,519924,47892,L1,2023-01-05
E101357,1360954,103071,L4,2023-04-10
E101358,643147,86206,L2,2025-11-24
E101359,1774132,101195,L5,2021-06-14
E101360,523621,74722,L1,2022-07-03
E101361,509199,49716,L1,2024-06-24
E101362,620405,87413,L2,2021-12-01
E101363,613115,33623,L2,2023-02-11
E101364,527757,47348,L1,2022-05-09
E101365,1058287,129403,L3,2020-07-24
E101366,1122388,73275,L3,2022-01-22
E101367,1095881,62417,L3,2019-08-23
E101368,606896,81744,L2,2022-06-25
E101369,438596,46218,L1,2021-01-13
E101370,829922,87270,L2,2021-07-05
E101371,672449,39008,L2,2021-08-27
E101372,1055241,81184,L3,2019-12-21
E101373,429106,52513,L1,2025-11-19
